"","2.5 %","97.5 %"
"(Intercept)",0.24765054038216,0.345418581161521
"pcs_H",0.0327926513563219,0.126289470921608
"scs",0.0734863817275639,0.158722961851402
"tcs",0.152170592537538,0.281577604073255
"pcs_H:scs",-0.170284818850618,-0.0651106314163139
"pcs_H:tcs",-0.0737525454037315,0.022152402857372
"scs:tcs",-0.154368896601669,-0.0451105924929184
