Source,ddof1,ddof2,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
resp_type,2,252,2.182309151745075,0.11490772448586849,0.12974306377073416,0.011439143426941457,0.7384513249849712,False,0.6458146039343201,1.354382547182203e-12
