subject,exp_type,experiment,r_pcs_v1,r_pcs_v2,r_tcs,r_scs
LTP309,scalp,ltpFR2,0.10363470083910135,0.2671611234968023,0.004461076450368074,0.03222678686773217
LTP310,scalp,ltpFR2,0.1482885486841594,0.029765295503273635,0.08753158167646738,-0.010348138624784597
LTP311,scalp,ltpFR2,-0.09554443502234092,-0.10659673366659032,0.29846750754631735,-0.03896077478998568
LTP312,scalp,ltpFR2,0.003898629141270948,0.11836074487924177,0.22960291235841093,0.062331760234720986
LTP313,scalp,ltpFR2,-0.13162460947263577,-0.053883708910863436,0.20166278905508891,-0.04803892152785262
LTP314,scalp,ltpFR2,0.02707890712983382,0.10228936238786221,0.14364072416133916,-0.0010125597132320243
LTP315,scalp,ltpFR2,-0.025183233603818606,0.022417673814581453,0.037361350190091604,0.1301582928916442
LTP316,scalp,ltpFR2,-0.08198793252297021,0.0008322141417471139,0.17238299726871845,0.06016590149204744
LTP317,scalp,ltpFR2,0.004831122074709512,0.043610871364657834,-0.01141661307219101,0.03263056049753728
LTP318,scalp,ltpFR2,-0.052178435732024984,-0.022070323625668437,0.05077894148063593,0.02639470047566356
LTP319,scalp,ltpFR2,0.17885375738974077,0.09764287552915625,-0.1358837054865775,-0.0002433610687085433
LTP320,scalp,ltpFR2,0.30577209198741456,0.14634581701567165,0.1410037885708122,-0.11341479938267668
LTP321,scalp,ltpFR2,0.02659155475530067,0.044297662486226005,0.02893691234840636,0.10550413641318258
LTP322,scalp,ltpFR2,-0.005262676890311094,-0.0368608652532181,0.06189049864448896,-0.0655884135594631
LTP323,scalp,ltpFR2,-0.006043740525736257,0.04941302242668996,-0.03649479701747791,0.04074079009369155
LTP324,scalp,ltpFR2,-0.006038841120357803,0.05838399218508898,0.3180488016823928,-0.021205324982024345
LTP325,scalp,ltpFR2,0.005876792260859955,0.00587621012997568,0.0473104390476724,-0.03945998545789219
LTP326,scalp,ltpFR2,0.08989735051616077,0.10079879883938957,0.10861165245136988,0.18297696495417776
LTP327,scalp,ltpFR2,-0.0026763053953967946,-0.018662714853567273,-0.06851270865173402,-0.08060460426472874
LTP328,scalp,ltpFR2,0.05449608421597208,0.007121447939745654,0.14804029321305948,0.03592044176367251
LTP329,scalp,ltpFR2,-0.058320981156704824,-0.055631326343722295,0.07406104532436361,0.06815327673108912
LTP330,scalp,ltpFR2,0.008895312786176864,-0.046909272793766464,0.04769250248765102,0.0701042380975956
LTP331,scalp,ltpFR2,0.1265349148199726,0.12471784558460432,0.30015676183521317,0.04008485755549618
LTP334,scalp,ltpFR2,0.051254721884478,0.05199751371889423,0.004046301111374514,0.02222727820676832
LTP336,scalp,ltpFR2,-0.03560576999738162,0.06465686009306237,0.05042431023610869,0.011776902143562631
LTP337,scalp,ltpFR2,0.1884102741516742,-0.07642065006558012,0.3152242336661035,0.04640271224623086
LTP338,scalp,ltpFR2,0.03221031894018885,0.033999828343143586,0.11876647339113917,-0.04652045022504773
LTP339,scalp,ltpFR2,0.04275732882185324,0.04520652381303747,0.04479625359225063,-0.03944429906562166
LTP340,scalp,ltpFR2,0.055984140043878895,0.04011334160509583,-0.1250373639298403,-0.02133770010381315
LTP341,scalp,ltpFR2,-0.004798354911778158,0.009074726158978403,0.0807453330020196,-0.037084910706075405
LTP342,scalp,ltpFR2,-0.04265574415482583,-0.04740693833107369,0.31806714973166367,-0.08644114248278247
LTP343,scalp,ltpFR2,0.027448446892354927,0.03170960381477827,-0.17840021848260323,0.024955291363405536
LTP344,scalp,ltpFR2,0.02497493159532509,0.06007040244792135,0.07303798727423935,0.05718117008974777
LTP346,scalp,ltpFR2,0.019706614010472658,0.05841333397431306,0.21848210752845382,0.059169048855215095
LTP347,scalp,ltpFR2,-0.0033716808114893516,-0.042918986648119876,0.24607768356997864,0.08815092235890357
LTP348,scalp,ltpFR2,0.03335042992155563,-0.012512133422181748,0.11698800974186441,0.013410538928096424
LTP349,scalp,ltpFR2,0.019428269665083545,0.02103758611001882,-0.09247658552516284,0.039985385814467964
LTP352,scalp,ltpFR2,-0.2506355097407244,-0.2805910260094838,0.14426479206679427,0.2631290260873142
LTP353,scalp,ltpFR2,0.07979091871076809,-0.23562129204096,-0.11075280691874952,-0.025062221773431245
LTP354,scalp,ltpFR2,-0.016765600664451503,0.004808796861211062,0.10618420651532645,-0.042799181148289366
LTP355,scalp,ltpFR2,-0.04543090544482868,-0.04005327011419997,0.1434941772456608,0.06937100337082096
LTP356,scalp,ltpFR2,-0.011547871918948984,-0.061200311423031895,0.4665615388388051,-0.0017026397275099246
LTP357,scalp,ltpFR2,-0.03066455665056667,-0.0010626260847829572,0.09947568343658224,0.030908114074455543
LTP358,scalp,ltpFR2,0.1519232921553851,0.056370325252067977,0.0071860573490221446,0.1632278477793161
LTP359,scalp,ltpFR2,0.07409763532136235,0.24362545492947965,0.151986878734459,0.1244947015746889
LTP360,scalp,ltpFR2,0.003762468029106415,0.010860704657393132,-0.14042884752854692,0.00018439720060179523
LTP361,scalp,ltpFR2,0.04623977400482924,0.11789341764765139,-0.0028531740252924864,0.045058737064266656
LTP362,scalp,ltpFR2,0.08248028377710928,-0.0015157386922996,-0.07853988984803965,0.02378149696592469
LTP363,scalp,ltpFR2,0.026283355487481057,-0.07560391781020831,0.11065517062198695,0.16694073613527488
LTP364,scalp,ltpFR2,0.012685922145796297,-0.03987105415040863,0.328136389022806,-0.04584359507892182
LTP365,scalp,ltpFR2,0.058890190029843345,0.03973703213119449,-0.017996541368195104,0.1373460393237215
LTP366,scalp,ltpFR2,0.12574309592379573,0.09141560181861495,0.1656604750287063,0.04770288089426843
LTP367,scalp,ltpFR2,-0.026634235733867796,0.05404939816960925,0.3087899821616266,-0.053399394302611335
LTP368,scalp,ltpFR2,0.33874444046102464,0.40627055064743456,-0.07617018497907052,0.03095446818513492
LTP369,scalp,ltpFR2,-0.024952017829278486,-0.051321240634997684,0.2237984210125819,-0.020263389821178198
LTP370,scalp,ltpFR2,-0.15349745159213027,0.12851275883392355,-0.03891404533225382,-0.04737913642174182
LTP371,scalp,ltpFR2,0.0351994521623644,0.026425804450511015,0.2610789513054682,-0.02463130561494483
LTP372,scalp,ltpFR2,-0.0215192892093059,0.07446420367599325,0.2565636385554599,0.038634318085790265
LTP373,scalp,ltpFR2,0.007492228075258872,-0.019263879472055215,-0.033555298639749064,0.08089588831101781
LTP374,scalp,ltpFR2,0.1075725257544912,0.06317241987797458,-0.03322794220631986,0.13058997327105268
LTP375,scalp,ltpFR2,-0.24037459468849293,0.1517594472634733,0.2139860185403425,-0.16361771402873618
LTP376,scalp,ltpFR2,0.018876175401618376,0.06805954350674034,-0.11019814877054694,0.1203995583249915
LTP377,scalp,ltpFR2,-0.059127724678416614,0.11709823892298517,0.068316710992882,0.08865114751422147
LTP378,scalp,ltpFR2,0.004375094784993234,0.08663094968758125,0.10320700671364404,-0.057974328250699834
LTP379,scalp,ltpFR2,-0.0033674525559332833,-0.02674468588419306,0.38823325286589855,0.01641309425940813
LTP381,scalp,ltpFR2,0.2994073983231438,0.2934144718345817,0.00133644281389831,0.3648522934850892
LTP382,scalp,ltpFR2,-0.16109764866748053,-0.1639533191409104,0.031157683042809234,-0.005973065016935737
LTP383,scalp,ltpFR2,0.14539641060870462,0.15218405170306082,-0.0785218163332654,0.21549314544238057
LTP384,scalp,ltpFR2,-0.052458267030211746,0.09238532989385474,0.06846421021084093,-0.1494753997965366
LTP385,scalp,ltpFR2,-0.021393689751918025,0.023862046200194463,0.01816555312840538,0.018270982422497237
LTP386,scalp,ltpFR2,0.1349724898607981,-0.04037973344547668,-0.06035103833616682,-0.045538067197111946
LTP387,scalp,ltpFR2,0.01707320131160904,0.01707134746244511,-0.05324199360693265,0.06255198634305026
LTP388,scalp,ltpFR2,-0.03788058508746765,0.22837307113240596,0.23783311201410084,0.32376670798029417
LTP389,scalp,ltpFR2,-0.025859773658940793,-0.05203152035370209,0.026738991366993904,0.13145807280744776
LTP390,scalp,ltpFR2,0.0410237498371279,0.09483163979439099,-0.09628020695227062,0.078164084051121
LTP391,scalp,ltpFR2,0.035711261383391396,0.10059821178267826,0.09622751242555312,0.08219877102541545
LTP392,scalp,ltpFR2,-0.11302036473251623,0.08452403154309296,0.08002596358517713,0.10882124095754285
LTP393,scalp,ltpFR2,-0.048639775010581365,-0.035346094879725,-0.09455980445632456,0.03246069423584078
R1001P,intracranial,FR1,-0.1754435741432696,-0.47001326287490963,0.04425912485488362,0.07392350001226146
R1002P,intracranial,FR1,-0.14455602264719564,-0.13060064434485352,-0.32514933610894586,-0.09342727812698381
R1003P,intracranial,FR1,0.2794387880180887,0.06663004461715746,-0.212493424416361,0.03164502758709492
R1006P,intracranial,FR1,-0.008661727755471443,0.34161134830763873,-0.5039617161239062,0.13794552968640514
R1010J,intracranial,FR1,-0.22576991303026245,-0.04742707527525006,0.10888892489748248,0.20392893837663706
R1018P,intracranial,FR1,0.17147575028366827,0.18580957763633724,-0.18083518264801363,-0.10149980887818641
R1020J,intracranial,FR1,0.10916745078374179,0.15175560293554125,-0.2914774343410072,-0.1704794226291326
R1022J,intracranial,FR1,-0.15628643971870051,-0.0014089596790750405,-0.4995099777310972,-0.18949078366020863
R1023J,intracranial,FR1,-0.11249360109225662,0.298096758116833,-0.18016744500959692,-0.2929445965740712
R1026D,intracranial,FR1,0.19552659382348594,-0.04409156691957436,-0.14232460198583785,-0.08698355011588468
R1027J,intracranial,FR1,-0.5776455456895776,0.1061584795707423,0.48598934552253237,0.49335480495649314
R1030J,intracranial,FR1,0.24831238636234157,-0.05474367931809213,-0.2104677152129294,-0.3440029127676886
R1031M,intracranial,FR1,-0.266686426650257,-0.11384305212572728,-0.2846415817746422,-0.12822811751153915
R1032D,intracranial,FR1,0.39411289845215014,-0.03783959866665916,-0.3156751361541112,-0.37590004530003135
R1033D,intracranial,FR1,-0.6877654509207486,-0.3779701135094298,0.08905255079178907,-0.4423728202404693
R1034D,intracranial,FR1,0.02597487322991754,-0.7799625977862576,-0.058597730940197996,-0.06655246104922886
R1035M,intracranial,FR1,0.04779950543232699,0.1064893014244522,0.042505763295755894,0.09365641932565348
R1036M,intracranial,FR1,-0.2054278990648314,0.045996981382116844,0.16387737861636087,-0.04498463362937759
R1042M,intracranial,FR1,0.31302511174666164,0.10587198751039303,0.1613119233489996,0.2504527508809994
R1044J,intracranial,FR1,0.9139448327887616,-0.13123605044231118,0.10050378152592354,-0.5054378647270937
R1045E,intracranial,FR1,0.40590084151117417,-0.1946262928399848,0.12315258732684413,0.2454974833554263
R1048E,intracranial,FR1,-0.2826669775581326,0.07379442629550646,0.14709094031624398,0.23985164171105916
R1049J,intracranial,FR1,1.0,-1.0,-1.0,-1.0
R1050M,intracranial,FR1,-0.26606932477403716,-0.22422001185567642,0.45594820571067135,0.08942401211027655
R1051J,intracranial,FR1,-0.1920001850457048,-0.027293671643132195,-0.07737210248760264,-0.1050059394439979
R1052E,intracranial,FR1,-0.11146955210116946,-0.03785312612271499,-0.07175318550593736,0.00851795712525584
R1053M,intracranial,FR1,0.03462939584228966,-0.9449482227308627,0.5151019774964741,-0.09036604605627765
R1054J,intracranial,FR1,0.2424244482468974,0.09540879518625706,-0.14971006048519378,0.06076754200151922
R1056M,intracranial,FR1,0.13141296214548678,0.47611523096352587,0.11717970527488501,-0.5005232355160665
R1057E,intracranial,FR1,-0.23507107454525558,-0.11147654827008979,0.30870849600413647,0.3123574772984983
R1059J,intracranial,FR1,-0.3888678708732815,0.6665493145424457,-0.3370662158124097,-0.707942604671831
R1060M,intracranial,FR1,0.013124282083012154,0.12213388465360499,0.11977801172192515,0.11552575061829481
R1061T,intracranial,FR1,0.10039401538874498,0.28834807528958173,0.08447695008217712,-0.07242418727283484
R1062J,intracranial,FR1,-0.12505782491939146,-0.0023433766965363554,-0.7743682146510112,-0.7193317444742541
R1063C,intracranial,FR1,-0.25614765712725335,-0.2352038385523781,0.15115019822872658,0.23019622985010607
R1065J,intracranial,FR1,0.013338701206775189,-0.019871061311622196,-0.018485525556767746,0.028883520902846335
R1066P,intracranial,FR1,0.09168276493952719,0.297160000473452,-0.13979002125726142,0.019323374375092385
R1067P,intracranial,FR1,0.4672202450851168,0.4272504262366463,-0.2036922058275862,0.17787308953049422
R1068J,intracranial,FR1,0.39424492702144825,0.10299860495127185,0.13389360009646253,-0.05769914110748969
R1069M,intracranial,FR1,-0.20754951517159886,-0.11242572393474713,-0.1429322524458143,-0.4646818851615146
R1074M,intracranial,FR1,0.007170732594211346,-0.07943815403713483,0.14546696325159159,0.07625095208955196
R1075J,intracranial,FR1,0.057500982946607826,0.3569085239932137,0.17795753236121611,0.4397261627093351
R1076D,intracranial,FR1,0.060034230968263005,0.13034538334987547,0.05094565987678332,0.12191231367091168
R1077T,intracranial,FR1,0.0170713128479294,-0.0962992618136377,0.28570082027245447,-0.2536662826168607
R1080E,intracranial,FR1,-0.248480792742876,-0.14854280154082444,-0.17681987184903736,0.05324037753322608
R1081J,intracranial,FR1,0.19759627453141682,-0.5106669182150689,0.7706787203675631,0.07232468231495381
R1083J,intracranial,FR1,-0.16788766586520856,-0.035541307930469015,-0.4275251159638562,-0.23675158708370542
R1084T,intracranial,FR1,-0.21042650092061105,0.11937475757334678,0.17885040378607103,-0.30673297385310383
R1086M,intracranial,FR1,0.3846555563382773,0.27889711687666,0.10788135753172406,-0.040301592409139345
R1089P,intracranial,FR1,-0.20352333625489027,-0.0685629408110568,0.11113684968625656,-0.7366599923505037
R1092J,intracranial,FR1,-0.12729779382207346,-0.17591553267292737,-0.18242480112550963,-0.23200280444456833
R1093J,intracranial,FR1,0.16592847132385874,0.10068323079003949,-0.04690548999736499,-0.20396823230139918
R1096E,intracranial,FR1,0.07123872533797537,-0.205853503372613,-0.5363726990242017,0.3695049452671883
R1098D,intracranial,FR1,-0.0066164274508373104,-0.11083337910709933,-0.09828856677252595,0.04271622451974369
R1100D,intracranial,FR1,1.0,1.0,-1.0,1.0
R1101T,intracranial,FR1,0.004990293872614151,0.12381501188868438,0.20882478113953581,0.4405602333261481
R1102P,intracranial,FR1,0.0004097259532203669,0.30407369025381314,0.2556602366197487,-0.45648876084699036
R1104D,intracranial,FR1,-0.10879349060630908,0.3365956822781054,0.530477095853645,0.0578691210843985
R1105E,intracranial,FR1,-0.1206530489793865,0.25290750037376764,-0.4337130506376252,0.22472835901474386
R1106M,intracranial,FR1,0.16999961664500382,-0.2909339904699116,0.194203888217209,-0.14863705485570838
R1108J,intracranial,FR1,-0.12153039720020573,-0.06342178788505651,0.3454971378075626,0.11357771844878815
R1111M,intracranial,FR1,-0.11584377840340951,0.044274257770155076,-0.07601196423625446,0.29132864843805095
R1112M,intracranial,FR1,-0.11413567902472932,0.17535042216815572,0.527217014844927,-0.10472384727152362
R1113T,intracranial,FR1,-0.14478024607972254,-0.04786170845578156,-0.09180464733859155,0.19450141272826227
R1114C,intracranial,FR1,0.23667270846511923,-0.47750105027710776,0.03969650608885713,0.22738134083301306
R1115T,intracranial,FR1,-0.3652476706485985,-0.13494291847704942,-0.4531539455309797,0.05674760553829361
R1118N,intracranial,FR1,0.054566545945925915,-0.11470065203273219,0.1532661256135231,-0.5107303287483169
R1120E,intracranial,FR1,-0.22656682107558848,0.0036172759562763668,-0.3406728299445456,0.08213511950529633
R1121M,intracranial,FR1,0.3253650252687681,0.16399316985996062,-0.14647553494014684,-0.3287935975970729
R1122E,intracranial,FR1,0.1325519779117141,0.01617293910725361,-0.08459241425854991,-6.998060207996648e-05
R1123C,intracranial,FR1,0.1403724912751326,0.2530592020778713,-0.2572442679914531,-0.06399317051250708
R1124J,intracranial,FR1,-0.11899367866842442,0.05577707210002005,0.1890996209952086,-0.04299357719722685
R1125T,intracranial,FR1,0.06086012727423031,0.18885085779133318,-0.19747081218779786,0.2189057914397158
R1127P,intracranial,FR1,-0.002406979970230358,-0.06655256167475901,0.5282241962653271,0.35624993262355353
R1128E,intracranial,FR1,0.465418657167638,0.5860527761097167,-0.03789609174528651,-0.28464757583048395
R1129D,intracranial,FR1,-0.5624947813602794,-0.5138764584367893,0.1732114816277695,-0.3955821893771717
R1130M,intracranial,FR1,-0.2652863826124487,-0.1464209671134511,-0.22271944230729968,-0.05104714123755285
R1131M,intracranial,FR1,-0.2400423017248071,-0.23495507790358447,0.017339741339484613,0.19728768835485788
R1135E,intracranial,FR1,0.07584589335547656,-0.09547320972964228,-0.0688002211337278,-0.1166931018434252
R1136N,intracranial,FR1,-0.02444538947080842,0.05848303092322543,-0.19388229681925148,0.06942877203141072
R1137E,intracranial,FR1,0.35285602341752237,0.39849785225520334,-0.08776184358226845,-0.015249406594396811
R1138T,intracranial,FR1,0.3413938857967985,0.1599132265258216,0.05951754725227286,-0.2196098707051409
R1142N,intracranial,FR1,0.5601674123369561,0.5146212919623347,0.006014995428977432,-0.2136273184011093
R1145J,intracranial,FR1,-0.06446396391064027,-0.29781411108450867,0.06943522586584072,0.2712491856358841
R1146E,intracranial,FR1,0.21937514356354218,0.011406670685055817,0.06878023594101106,0.4214907688682869
R1147P,intracranial,FR1,0.3012838550749237,0.5149166047185617,0.00872212819733754,-0.5945068315793176
R1148P,intracranial,FR1,-0.26182168391538363,-0.3191424496264065,0.05362709488190484,-0.09005087588976168
R1149N,intracranial,FR1,-0.23902817663438541,0.11352691716231372,0.5059845896500353,0.3357814520164488
R1150J,intracranial,FR1,-0.11226225960198084,-0.012181136417120084,0.18964406604016204,-0.2507054986115106
R1151E,intracranial,FR1,0.30310354724340316,0.25697143075539985,0.3259894844333659,0.10667280665177921
R1153T,intracranial,FR1,-0.07848293679104558,-0.5264715411320979,0.06714834136716809,0.21705024090857453
R1154D,intracranial,FR1,0.07488644323411074,0.2758766850534241,0.25195654216557667,-0.08900238084873115
R1155D,intracranial,FR1,0.0026733277404859188,0.3711880283351262,-0.3294057680567658,0.07893101187714494
R1156D,intracranial,FR1,0.10618868081807756,-0.1586884257776279,-0.007572701051574482,0.056838438167941055
R1158T,intracranial,FR1,0.1968389416943093,0.08594717781863183,-0.20393249903317057,-0.20786768063405445
R1159P,intracranial,FR1,0.13927314192666312,-0.03577224793513083,-0.5325702111362691,0.1759013161289491
R1161E,intracranial,FR1,0.038950670532494486,-0.21446355725118585,0.1204053090821176,-0.13274135185779393
R1162N,intracranial,FR1,0.17549370321684565,0.2700816101032043,0.3898999615309063,-0.08127794085460635
R1163T,intracranial,FR1,0.015152205429169452,0.4222465643550185,0.27009879182370444,0.07169915209757231
R1164E,intracranial,FR1,-0.18851233812635543,-0.33906735516925934,0.008878048443986708,-0.15519825509339172
R1166D,intracranial,FR1,0.020434438240735472,-0.16202028055501191,-0.23441627563417908,0.05301265900335187
R1167M,intracranial,FR1,0.30640979459418793,-0.012485749539208786,0.3568320977071682,0.10908190135170001
R1168T,intracranial,FR1,-0.05903172377764714,0.11369452407928267,0.06978897267502979,0.0847734671020836
R1169P,intracranial,FR1,-0.2580345011093066,-0.17131839101347268,-0.15392343684294435,0.12523258764957745
R1170J,intracranial,FR1,0.45874535672139816,-0.1179961157571424,0.253224976757426,0.1048173724253199
R1171M,intracranial,FR1,-0.21447821736679024,-0.1637906538250571,0.19444540541124816,-0.25162805806732996
R1172E,intracranial,FR1,-0.3676551351911183,-0.05416914568804546,-0.10542375265891084,-0.0780938223301939
R1173J,intracranial,FR1,-0.15004127989268728,-0.16464606049674216,-0.27605372111018694,-0.17878579969617908
R1174T,intracranial,FR1,0.10698497808663099,-0.007754442825497698,0.17102409347581327,0.14373613793119916
R1175N,intracranial,FR1,0.18104225905075172,0.20572968955299648,-0.3227838270603821,-0.18138810537542835
R1176M,intracranial,FR1,0.12102061940161249,-0.04070430016921823,-0.22683496714412996,-0.30575537802347524
R1177M,intracranial,FR1,0.21507344022472255,0.4830412266053604,-0.21126738904785464,-0.09282174046237215
