subject,exp_type,experiment,r_pcs_v1,r_pcs_v2,r_tcs,r_scs
R1178P,intracranial,FR1,0.7942144053251685,0.7928853090897034,-0.4754196362273339,-0.27004879051898933
R1184M,intracranial,FR1,0.6820762016165404,0.0329214795293056,-0.2622979335934764,0.35196667743234605
R1185N,intracranial,FR1,-0.10528681840945936,-0.4575999810661406,0.7040808341106586,0.3513095800453544
R1187P,intracranial,FR1,-0.4646149476770368,-0.19542605954485476,0.05412314223099467,-0.2756260372126874
R1189M,intracranial,FR1,0.10877311034121906,0.002971397623014386,-0.1261680538466144,0.06284577777101694
R1191J,intracranial,FR1,0.3357048901195099,0.12415761884701847,0.0041535697683022415,0.2611369172153462
R1193T,intracranial,FR1,-0.4166047485388013,-0.32228449020959293,0.2623679652029469,0.2814742491727872
R1195E,intracranial,FR1,0.030231877140685277,0.07398418453181703,-0.3896540766962255,0.04103373908627717
R1196N,intracranial,FR1,0.0060105844633382794,0.10897896214020011,-0.11912003264710641,-0.22831362135991665
R1198M,intracranial,FR1,0.5103600727361379,0.5136000092275137,0.4247578933345847,-0.29753516314842765
R1200T,intracranial,FR1,0.0975596617914591,0.17183418639614542,-0.21461304856513938,-0.040432336081029085
R1201P,intracranial,FR1,0.07184603908085503,-0.27214186958517006,0.1488265286211261,-0.18125347919341903
R1202M,intracranial,FR1,-0.21510644777823032,-0.21200515777236117,0.08103821400475837,-0.2230338536358527
R1203T,intracranial,FR1,0.5938794054997968,0.34794764306889653,-0.16969484928748446,0.3711788899821546
R1204T,intracranial,FR1,-0.36587457450156596,-0.413778956021788,-0.024689064178161066,-0.024958941461486743
R1207J,intracranial,FR1,0.11112195176597996,0.25763147658167707,0.21873984883861303,-0.1664823134959203
R1212P,intracranial,FR1,0.28733867253465106,0.3124359434264111,0.17992936609684115,0.1470260150216932
R1214M,intracranial,FR1,-0.3251163154149882,-0.04600131076421221,0.20074240538932472,0.43286428279552247
R1215M,intracranial,FR1,0.28340824462639636,0.3159232186571103,-0.05004794552840617,0.3095211124487061
R1216E,intracranial,FR1,0.08452843568034131,0.08496020280958028,-0.02630254267537907,-0.058887849161469295
R1217T,intracranial,FR1,-0.02641938124786609,0.0048114791726223466,-0.005935132769964907,-0.04781413163981574
R1221P,intracranial,FR1,-0.0361253822231647,0.030268677199106114,0.19777509226097298,0.1856641831288803
R1222M,intracranial,FR1,0.15112401657890268,0.17970316018733581,0.18463206138340227,0.00887379861443536
R1223E,intracranial,FR1,0.2707499035948601,0.062331412003015375,0.0867878612605943,-0.20212579555462387
R1226D,intracranial,FR1,-0.0949662055250865,-0.014168047598861061,-0.23439927490111928,-0.11847434128277909
R1228M,intracranial,FR1,-0.09644993378732597,-0.08760777399506146,-0.15685514929696148,-0.1534559129541699
R1229M,intracranial,FR1,0.226579686344297,0.31591208441102936,-0.021056580098591904,-0.3702743815848126
R1230J,intracranial,FR1,-0.014437136057643879,0.014349921632523091,0.20100200384951403,-0.0798256526875385
R1231M,intracranial,FR1,-0.17039760715779287,-0.36479071632007987,-0.04814399356559659,-0.30944162598984853
R1232N,intracranial,FR1,0.036063710701076945,-0.2545108375379489,-0.2228622666449893,0.07473659509764667
R1234D,intracranial,FR1,-0.12346373555236399,0.34993494511771295,0.2885238017345455,-0.011513236281890521
R1236J,intracranial,FR1,-0.16295514636431063,-0.24149948844656924,0.03384196815205156,-0.22885083494011785
R1240T,intracranial,FR1,0.03944288936931628,0.27956763695080233,0.07427898675902575,-0.37987943522157064
R1241J,intracranial,FR1,0.03965257928590707,-0.17100972662582523,0.408248290463863,-0.15882604353757154
R1243T,intracranial,FR1,-0.13029809566416722,-0.11237511403531751,-0.023824253044341864,0.05541633183865278
R1247P,intracranial,FR1,-0.3180388836514299,-0.3828818446024332,-0.45924702610369267,0.256138986739519
R1250N,intracranial,FR1,0.25467817969572,0.2534396424313365,-0.20370492330124398,-0.142747859041341
R1251M,intracranial,FR1,-0.13476710936121256,-0.2577868059439582,-0.23506398689203717,0.4088405119136152
R1260D,intracranial,FR1,0.30144744359373593,0.5830207442169686,0.00964051986133145,-0.15646855263424533
R1264P,intracranial,FR1,-0.3245959114952095,-0.43401602087616353,-0.07350085496009122,0.19186788947474484
R1268T,intracranial,FR1,-0.1167102734331875,-0.08800496839322479,-0.27694669480867407,-0.14096320703295875
R1274T,intracranial,FR1,-0.2273889450319342,-0.1368785885197422,0.732907007717305,0.2164853586603367
R1275D,intracranial,FR1,-0.3161005502518816,0.19602929630728536,0.11204994658549684,0.034061968130901565
R1277J,intracranial,FR1,0.4503237225645091,0.3579281074566786,0.2365886514154376,0.22841540586144066
R1281E,intracranial,FR1,-0.09292897206130418,0.1779179782964145,0.05741273707332591,-0.0709754997451426
R1283T,intracranial,FR1,0.06000288444939312,0.11256308791173032,-0.3377236961328649,-0.19309079166733367
R1286J,intracranial,FR1,0.2889688150206722,-0.041873676770539936,0.3521301968527536,0.021433696392049357
R1288P,intracranial,FR1,-1.0,1.0,-1.0,-1.0
R1290M,intracranial,FR1,0.10617406191045611,-0.05346497856723832,-0.1516458003646469,-0.358583526432643
R1291M,intracranial,FR1,0.08883168489629105,-0.14574499939811086,0.18438628419814926,0.13421227261694862
R1292E,intracranial,FR1,0.012243757715896156,0.0707296181521065,0.043423193260066245,0.000194159008857879
R1293P,intracranial,FR1,-0.0934272385110592,0.038206016166326295,-0.18145272391511727,-0.1217248892717565
R1297T,intracranial,FR1,-0.0692263376490449,-0.0961305864488688,0.11728420967265674,-0.507261646830143
R1298E,intracranial,FR1,-0.2054838978978944,-0.28536092942389435,0.29848471889388273,0.4023347352759231
R1299T,intracranial,FR1,0.12086179467129672,0.28995063067543514,0.0354228096279446,-0.049457414884189844
R1302M,intracranial,FR1,0.25839129041021935,-0.23205590832678255,0.14273882003356436,0.31089544171676625
R1304N,intracranial,FR1,,,,
R1306E,intracranial,FR1,0.6526677388265522,0.1083155050877862,0.5521308379610131,-0.3719210074486945
R1308T,intracranial,FR1,-0.08403793329345707,0.048690914379668285,0.26083898200285793,-0.13444321512825747
R1309M,intracranial,FR1,0.0947737900830787,-0.16993219596589193,0.07365153921860525,0.32967065170301946
R1310J,intracranial,FR1,0.23924440000707514,0.2001200064860269,0.16683978871897698,0.13936596483557653
R1311T,intracranial,FR1,-0.004991575165369244,-0.44825473446145647,0.21723143269382786,-0.24481990646143795
R1313J,intracranial,FR1,-0.49147055866773887,-0.5703572220513663,-0.05438288656235227,-0.17913174971451312
R1315T,intracranial,FR1,-0.06398607653793081,-0.3877961432498508,0.16569419910883532,-0.1157534606365977
R1316T,intracranial,FR1,0.18267151511632163,0.29644696599913706,-0.35619076679118433,0.060372364222927945
R1317D,intracranial,FR1,0.260851431373368,-0.12209753635745402,0.2580168201315899,-0.02402391685348882
R1318N,intracranial,FR1,-0.3863144668425881,-0.23904039632737,0.5688288702337473,-0.08478797865524892
R1320D,intracranial,FR1,0.9790755624849465,0.9917359576228875,-0.2902040570746376,0.7050919669388502
R1321M,intracranial,FR1,-0.164900729296718,-0.025628417223698727,0.2968940055864517,0.334793546874052
R1323T,intracranial,FR1,0.020901493756939466,0.22020870332023082,0.3866993741868128,0.215083590729879
R1324M,intracranial,FR1,0.6100520303864215,0.48827770418715116,-0.725730365358431,-0.15028795005347462
R1325C,intracranial,FR1,-0.46754914472508624,-0.19107507397331164,-0.53072734129251,-0.17532505415765326
R1328E,intracranial,FR1,0.011482242934565928,0.0787537661785992,-0.026184060257038025,0.043084367257898354
R1329T,intracranial,FR1,0.3093261469696134,0.23254553280667684,0.031063717474664562,-0.011123019955378066
R1330D,intracranial,FR1,0.2817703197155604,-0.2705626593291978,-0.39454220909319293,-0.09589057635345605
R1332M,intracranial,FR1,0.22797827993556535,0.1710085727324187,0.03785846080190759,-0.24481406615363305
R1334T,intracranial,FR1,0.05784814592289922,-0.15519638160155638,-0.031097520803210155,0.04389896083755826
R1336T,intracranial,FR1,-0.10522165670086732,0.38551006285934286,-0.5733666742461492,0.10363278588767401
R1337E,intracranial,FR1,0.0033176354100520147,-0.040418418012175626,-0.06083642565014543,0.1516628976663376
R1338T,intracranial,FR1,0.39493871712203865,-0.2781598973430503,0.28382720392547645,-0.20556453611189246
R1339D,intracranial,FR1,-0.6307137548952796,-0.5019170788346732,-0.3852553032033709,-0.30380668890573265
R1341T,intracranial,FR1,0.2329040537381853,0.1887750718282021,0.018735698169524806,-0.1277239167842124
R1342M,intracranial,FR1,0.37896822374274286,0.3873130586058556,-0.04089609812630257,0.1742899323244059
R1345D,intracranial,FR1,0.22417741012235096,-0.00101827124434406,0.07473232885159899,0.04904283436437053
R1346T,intracranial,FR1,-0.15986433364557381,-0.1412711125859489,0.23569156040939584,0.25450663729814016
R1347D,intracranial,FR1,-0.17879756450680143,0.5250025653179171,0.3381740819037817,0.08000847448350158
R1349T,intracranial,FR1,-0.24067434335439677,-0.02893418139930895,-0.017105186099030417,-0.2459555345618647
R1350D,intracranial,FR1,-0.2210169350757975,-0.3533297693396299,-0.3696175023875069,-0.1037708337874247
R1351M,intracranial,FR1,0.16818491631785928,-0.06875259145086665,0.13569262935757526,0.13041678106890647
R1354E,intracranial,FR1,0.043333748832937655,-0.09953862201917722,-0.0792404872376535,0.04525738321860009
R1355T,intracranial,FR1,0.32076789760227825,0.10528914277143309,0.016044342804129554,0.2797721970013223
R1357M,intracranial,FR1,0.33175606373005023,0.1507509997237932,0.1396033573312227,-0.6000774494654944
R1358T,intracranial,FR1,0.7796489994961735,0.037971398733184905,-0.9586078669642776,-0.45891282947285245
R1361C,intracranial,FR1,-0.0006402212014462103,-0.2399377488787853,-0.37974354240356933,0.5919962286735128
R1363T,intracranial,FR1,0.24281086660914483,0.6882556184773614,0.3121680933304969,0.8015674334989703
R1364C,intracranial,FR1,-0.009757211039179509,-0.16104482743173476,-0.23017570799167994,0.22453277441289288
R1367D,intracranial,FR1,-0.4016496429168184,-0.4972175405140985,-0.22763368285287205,0.09597460685564935
R1368T,intracranial,FR1,0.0461614672242141,0.4413866837925958,0.23576479522902855,-0.07595175871995924
R1373T,intracranial,FR1,,,,
R1374T,intracranial,FR1,0.5449459632722494,0.8824867541629797,-0.5011861033995585,-0.29852451949619835
R1375C,intracranial,FR1,-0.7449297607956809,-0.5749997125954088,-0.5281142713284679,-0.2974617016877765
R1376D,intracranial,FR1,0.2690871298703599,-0.4462271804644656,-0.5231046810447937,-0.6260731813447451
R1377M,intracranial,FR1,-0.12963063110037107,-0.22765401669703478,0.3379433899098388,-0.22086804316344436
R1378T,intracranial,FR1,0.0814013821212874,0.313802788213194,0.05990041207737923,-0.10862921012135338
R1379E,intracranial,FR1,0.2624630929188613,-0.0016951267738712084,0.16290382111010088,0.7489154392386467
R1380D,intracranial,FR1,0.06250075008106984,-0.008182011264627476,-0.23610459781800658,-0.2228117569516444
R1381T,intracranial,FR1,0.5162138024793642,0.5686406291733845,0.1273308838117584,0.2158184620867834
R1382T,intracranial,FR1,0.3451169566668888,0.14615119294231094,0.10750112936048006,-0.07278722182280586
R1383J,intracranial,FR1,0.06486565921128279,0.3598397810912036,-0.019552688101934647,0.21467069383123558
R1384J,intracranial,FR1,0.00015550019533659468,0.05533322646415412,-0.3041019267050265,0.0158659092702426
R1385E,intracranial,FR1,0.07361390055233082,-0.1461879992506445,-0.3143464371024688,0.24648103903765908
R1386T,intracranial,FR1,0.09326351194523826,0.15793557088270832,0.0520976562546688,0.05367066799266795
R1387E,intracranial,FR1,0.13732940364913837,-0.11496091844331584,-0.43400310132035,0.017867898931471487
R1390M,intracranial,FR1,0.35069142930840125,-0.03412826338635472,-0.26838794334629223,-0.19904105580764925
R1391T,intracranial,FR1,0.2964713838292949,-0.20088886518206073,-0.04333067628154049,-0.08140653944959698
R1393T,intracranial,FR1,-0.9999999999999999,-0.13766830616023168,0.13896659570781994,-0.6099942813304187
R1394E,intracranial,FR1,-0.0453869400556698,0.03445294612589761,0.11972619614249475,-0.1088997887642188
R1395M,intracranial,FR1,-0.07226971270249236,-0.2634795241533669,-0.20241962669205402,0.2195172355508147
R1396T,intracranial,FR1,-0.3668239219984549,-0.15661865527799873,-0.6657361491061856,0.5885993002683502
R1397D,intracranial,FR1,-0.21472126907175018,0.20202111544472184,0.17443690250315053,-0.1255712268509161
R1398J,intracranial,FR1,-0.3959324729403331,-0.4877231787991086,0.2766966560375065,-0.0612670144238861
R1401J,intracranial,FR1,0.4652019874268906,0.02518345823426127,0.025262097154198748,0.31661973783143754
R1402E,intracranial,FR1,0.67184516639979,0.40115715335332974,0.10343580999896947,-0.10917926650651033
R1404E,intracranial,FR1,0.4513520032938708,-0.03755441945443292,-0.22775202350992407,-0.415201672913343
R1405E,intracranial,FR1,0.035649122064945915,0.003515719308938292,0.2124113691371961,0.4095809352584942
R1406M,intracranial,FR1,0.21031638783681184,-0.9999291858294607,-0.6299663836133607,0.017853347905902928
R1409D,intracranial,FR1,-0.2046222366453096,0.005630774455537557,-0.032306624687043595,0.4064557947853056
R1412M,intracranial,FR1,-0.2480073222899987,0.46455764909894415,0.39274059212969525,0.20354544348662099
R1413D,intracranial,FR1,0.07403821060757872,0.20328219378686443,0.028470988149127713,0.08134663078957699
R1414E,intracranial,FR1,0.11395508583869171,0.5156826179296616,-0.463036462628291,0.41306983349585863
R1415T,intracranial,FR1,0.1785839220169714,0.44192211733309106,-0.057167682258026334,0.1659084523468931
R1416T,intracranial,FR1,-0.41930344481183507,-0.22805903254540935,-0.32074232348661225,0.3052865692837779
R1420T,intracranial,FR1,0.013499615213717037,0.47034182698117805,-0.4720949410888382,-0.6635531335894531
R1421M,intracranial,FR1,-0.47798092397622216,0.07672172455414146,-0.7182835601728683,0.5004107314687847
R1422T,intracranial,FR1,-0.35660595511492554,-0.41967487063307424,0.18686378857902178,-0.395423795398558
R1423E,intracranial,FR1,-0.27587860143829596,0.0486900965373674,0.32668316110089657,-0.676536905217844
R1425D,intracranial,FR1,-0.07291773367729187,0.08097566455061744,0.13973542589077734,-0.0059437347355209376
R1427T,intracranial,FR1,0.13186937639616744,-0.09522241987971532,-0.023476161591441808,-0.016774674090444315
R1428T,intracranial,FR1,0.3003702344145937,0.45251203582427163,0.5293436035764593,-0.49799911300602795
R1431J,intracranial,FR1,0.024338528748259668,-0.23489738008363553,0.1387361948358431,-0.4379635281862697
R1433E,intracranial,FR1,0.23262614173755852,0.42446258961001454,0.15216717138170666,0.5912639443075273
R1436J,intracranial,FR1,-0.30592681968170415,0.0643158606807871,0.0019685745757936357,-0.795244774941472
R1438M,intracranial,FR1,0.811143883557601,0.436043138021467,-0.8552747706861681,0.32854451373624516
R1441T,intracranial,FR1,0.17443173505653797,-0.08191970474499442,0.27007644240343265,-0.30766578445084397
R1443D,intracranial,FR1,-0.7953426140209916,-0.6461081870069042,-0.256740228911548,0.5699200375080485
R1446T,intracranial,FR1,,,,
R1447M,intracranial,FR1,-0.8072364855527983,0.6634535489512983,-0.23934461131897183,0.4052293631496694
R1448T,intracranial,FR1,0.46215475401977096,0.41115364715397457,-0.6027739715356604,0.23375107219527008
R1449T,intracranial,FR1,0.14474351410886152,0.5423688380826565,-0.08939094804100618,-0.34834677545399845
R1454M,intracranial,FR1,-0.21493225624184994,0.02070413210142205,0.09908827111420473,0.2954649500730221
R1457T,intracranial,FR1,0.16737298787029364,-0.08184219776695045,-0.845333039066404,0.7405686233347724
R1459M,intracranial,FR1,-0.016673879442807252,0.1611200692937011,0.41615357957126675,0.022397649217564028
R1460M,intracranial,FR1,0.9625757648997286,0.49074135512893535,0.5,0.6933752452815363
R1462M,intracranial,FR1,0.27720881026165484,0.6031645149375395,-0.43598957178286707,-0.8630553715274606
R1463E,intracranial,FR1,-0.13707264360933843,-0.023971619449347642,-0.1888184985790892,-0.44793780003935146
R1466J,intracranial,FR1,0.8332656729254088,0.6438614882652487,-0.19740368473892303,0.1631962225695234
R1467M,intracranial,FR1,-0.06626054076151905,0.18741801224532767,-0.14529462972880153,0.36509690487536706
R1542J,intracranial,FR1,0.03995634675143861,-0.19413451452901787,-0.062246156591809786,-0.14084851880336588
R1565T,intracranial,FR1,-0.949708240889015,-0.01619837829954275,0.29988456198125973,-0.43248241511829416
R1569T,intracranial,FR1,-0.1555667030426736,0.0020781402615300537,0.3874926108998252,-0.5872645932123252
R1571T,intracranial,FR1,-0.1102705085472773,0.0908912048775972,-0.4586938681069027,-0.19668975881178968
R1572T,intracranial,FR1,0.7187791244648589,0.9929429524227587,-0.8694620182704021,-0.9825083306797144
R1573T,intracranial,FR1,0.5288103426809205,-0.010348616507951283,-0.19566012513072814,0.8061479193379182
R1686S,intracranial,IFR1,-0.27829389920116276,-0.24388727772447585,0.14409991556715668,-0.5997976185883327
R1710J,intracranial,IFR1,0.02960114677535194,0.07584665170681762,0.1930688994519522,-0.08469147096042644
R1720S,intracranial,IFR1,-0.11701864501599285,0.06429657419491036,0.1551602916007624,-0.3792387620578319
R1721J,intracranial,IFR1,0.3776128585937018,0.35873612780677433,0.318449537424084,0.03197173746122095
R1724J,intracranial,IFR1,-0.10767674868918486,-0.04903717893771191,-0.3010692662811057,0.11337954908887647
R1725J,intracranial,IFR1,-0.07194362846063443,-0.09670328305673762,-0.25735277452424365,0.23312595733620767
R1729J,intracranial,IFR1,-0.19802952183497496,-0.0038758493092801855,-0.11280608427619421,0.07516547404447362
R1730A,intracranial,IFR1,0.0404031231514878,0.10338679054442006,0.08650200294407072,-0.015112543318348534
R1733A,intracranial,IFR1,0.08064049958557082,-0.18176284142570623,-0.17655692365560674,-0.44645259118490377
R1739A,intracranial,IFR1,0.379324953075676,0.41383733137014,0.23383837973743932,0.1783779361380217
R1740H,intracranial,IFR1,-0.07150000633558441,-0.020797516815321437,-0.33102079609162816,-0.22752266410824007
R1741A,intracranial,IFR1,0.27020628909151556,0.15162127214491722,-0.007231332623570591,-0.04489585776634511
R1742J,intracranial,IFR1,-0.049025589439412265,0.3159588910554878,0.015440596063023462,-0.00023640216839766748
R1743H,intracranial,IFR1,0.41627986521465243,-0.06240514578218968,0.5031057770276253,-0.02439986577694281
R1744A,intracranial,IFR1,-0.04146805007233627,-0.03994652513320743,-0.0851105454013241,-0.031937482051802094
R1745H,intracranial,IFR1,-0.08672019963463215,0.333651029477336,0.26075353274332247,0.09455376667844413
R1746A,intracranial,IFR1,0.04616828450675864,0.06001106258836958,-0.3431579657574645,-0.21268462660783594
R1747A,intracranial,IFR1,0.20837234285780376,0.28260365042609065,0.01597383498232889,0.010065478633236303
TJ001,intracranial,pyFR,-0.05627474630097958,-0.1328043796194765,0.196727183487911,-0.08415880454219225
TJ003,intracranial,pyFR,0.00998444800392441,0.3293963640133186,0.26040486481571357,0.23344258026086565
TJ004,intracranial,pyFR,0.31265158520759456,0.05780654567792173,0.19105853216971874,-0.0405796384888445
TJ005,intracranial,pyFR,-0.10356783469946898,-0.09351153628591484,-0.10569581913263733,0.20495811626872973
TJ006,intracranial,pyFR,-1.0,-1.0,1.0,-1.0
TJ010,intracranial,pyFR,0.03429923994967646,-0.3032204655513856,-0.10149303142030924,0.01510985314846855
TJ013,intracranial,pyFR,-0.09187932923700978,-0.08070210014789403,-0.14556612940906993,-0.04348802403143401
TJ015,intracranial,pyFR,-0.4580334922558185,-0.4974000927388785,-0.2448759187522369,0.015098186029603139
TJ016,intracranial,pyFR,0.027801707490043032,0.022989174543848273,-0.021366593722096244,0.20432169342720696
TJ017,intracranial,pyFR,0.30868534590573715,-0.4593644832716749,-0.5099021921364907,0.34933296511516754
TJ018,intracranial,pyFR,-0.5924546925366416,0.006309163843755378,-0.2572707438634653,0.09070911820903362
TJ019,intracranial,pyFR,0.2975542109297907,0.2041295374773388,0.25749579750761953,-0.4474811384281413
TJ020,intracranial,pyFR,0.012769234240736282,0.19457067168418984,-0.0868037706063534,-0.05274672786388005
TJ021,intracranial,pyFR,0.5474963418651717,0.29653327293621623,0.2824833467867198,0.24617347251115201
TJ022,intracranial,pyFR,0.2868618167079938,0.19586241280937047,-0.17182161237037405,0.0512706413868772
TJ024,intracranial,pyFR,0.05854167359718091,-0.1935439041525708,0.003623555120530438,0.39638479429547346
TJ025,intracranial,pyFR,-0.040634382013222406,0.09414720197036033,-0.2458502815508892,0.1439956314358525
TJ027,intracranial,pyFR,-0.043639296486011975,-0.00037457195957257827,0.259093916755957,-0.1152488495898851
TJ028,intracranial,pyFR,0.07947118069100315,0.27247651412524987,-0.3131977727794892,-0.5516353415740998
TJ029,intracranial,pyFR,0.30168238088179883,0.056545020318441976,-0.050825662121903946,-0.2892108961775883
TJ030,intracranial,pyFR,0.22528312751718546,0.04135057901894278,-0.06125058612291337,-0.039639338628106424
TJ031,intracranial,pyFR,0.013271107826901128,-0.056655263498389535,0.11529927264859109,-0.16698870098017762
TJ032,intracranial,pyFR,0.030516190469845116,-0.22928147180570913,0.11058949288869066,-0.02547882104262193
TJ033,intracranial,pyFR,0.6836428909649587,0.3127876158952141,0.7123369484704555,-0.0001970472377841037
TJ034,intracranial,pyFR,-0.21479147458149817,-0.18051079819366897,-0.34172263173373585,-0.3010001915578099
TJ035,intracranial,pyFR,0.4442376674114801,-0.21434993963712456,-0.26071423843236635,-0.09224512346758916
TJ036,intracranial,pyFR,-0.08674454289132741,-0.11140737581670354,-0.11720085988352041,-0.0928549254299987
TJ037,intracranial,pyFR,0.10385802196313094,7.794143890643701e-05,0.48549965014325963,0.357624201243898
TJ038,intracranial,pyFR,-0.5343369473431896,0.6814439152925241,0.564164048078522,-0.830228498151917
TJ039,intracranial,pyFR,-0.035045237775165695,0.01678281943449453,-0.03574351849099287,0.047467776874288874
TJ041,intracranial,pyFR,-0.12391174897287646,-0.10981036896062098,-0.4120789700522508,0.04872939518669116
TJ042,intracranial,pyFR,-0.48935918696863606,-0.21503453755277901,0.6525872753360258,-0.026462368286019555
TJ043,intracranial,pyFR,0.00632584832680864,-0.08421372395642117,-0.10595523178900225,0.32583558469716506
TJ044,intracranial,pyFR,0.0822392239363382,-0.011691330957482586,0.2264862639482475,0.15066330335915296
TJ045,intracranial,pyFR,0.035435661812776936,0.24665649557245153,0.04537008401059767,0.26582055156452117
TJ047,intracranial,pyFR,0.358481192608301,0.4101527709940494,0.3148647123563835,-0.30968975688192346
TJ048,intracranial,pyFR,0.2922709573532863,-0.11219518771764242,0.2347809810347399,0.08130911760971903
TJ049,intracranial,pyFR,-0.41748122823344724,-0.0762042993135076,-0.3202000546145774,0.35646290267828257
TJ050,intracranial,pyFR,0.08285805840987343,0.14671461027001792,0.004690698609734774,0.03155084630680272
TJ051,intracranial,pyFR,0.08706564518209434,0.21308232316276884,0.14518164436624437,-0.2233221846142397
TJ052,intracranial,pyFR,0.27467304200934456,0.5357965640983471,0.5327740362973369,0.33194726385051254
TJ053,intracranial,pyFR,-0.12731810467853077,-0.14049391571883352,0.1496774392265768,0.0903186008229335
TJ054,intracranial,pyFR,-0.11358921274401139,-0.27528994217338926,-0.006507683590319317,0.27213507594420955
TJ055,intracranial,pyFR,0.09662638432341139,0.16491339884326348,-0.34693285581838734,0.13012121964104442
TJ056,intracranial,pyFR,0.24172532668733546,-0.009212826597376864,-0.7919615095556554,0.058350165848844615
TJ057,intracranial,pyFR,-0.20677809149261206,-0.4549212380197485,0.09878847038921952,-0.04556541940297729
TJ058,intracranial,pyFR,0.00398536110964612,-0.063304660800159,0.1452689638018655,0.03182719593926148
TJ059,intracranial,pyFR,-0.23682480453823862,0.04184338249604615,0.09091412087757123,-0.3962254279316668
TJ060,intracranial,pyFR,-0.050005032813996576,-0.046111904787804504,0.11681796121148842,-0.12861963249245348
TJ061,intracranial,pyFR,0.1593032831346725,-0.6383091200122285,0.19533784316680777,0.06793872972554522
TJ062,intracranial,pyFR,-0.4513749542279443,-0.35086504573182864,0.32979307587262935,-0.2345829027694654
TJ064,intracranial,pyFR,0.022572144113082795,0.039581110825086425,0.39260282125389134,0.06563963383129215
TJ065,intracranial,pyFR,-0.07483755393398749,0.03262206793884539,-0.11104061873980917,0.13328121472771529
TJ066,intracranial,pyFR,0.008757479005477603,-0.04725968563835253,-0.42657428337790326,-0.10928060195170916
TJ068,intracranial,pyFR,0.04415869747703785,-0.005891709014296392,-0.0068100398374307675,0.13933276104833062
TJ069,intracranial,pyFR,-0.2329057954948921,-0.5318228723638156,-0.4652091706782601,-0.18641084013557901
TJ071,intracranial,pyFR,1.0,1.0,-1.0,-1.0
TJ073,intracranial,pyFR,0.1691767647200421,0.49029746675426783,0.0763993089553253,0.24965288019676776
TJ074,intracranial,pyFR,0.2539221624471169,0.2241406938169689,-0.04100702233867426,0.023525027966356683
TJ075,intracranial,pyFR,0.0841674278059204,0.03676055355416766,-0.2588028890753818,-0.12324739784583917
TJ077,intracranial,pyFR,0.27147506149422207,0.3182604602838967,0.14109756905644383,0.12877611073760994
TJ079,intracranial,pyFR,0.024353355741664973,0.4551603718320811,-0.5583130675971041,0.5895523953004
TJ080,intracranial,pyFR,0.17584679812561582,0.028441953144136403,-0.030667980797737172,0.16780664732352576
TJ081,intracranial,pyFR,-0.3605098252470845,0.034800140874832936,0.01568632287896199,-0.3251087026442069
TJ082,intracranial,pyFR,0.06206507773286413,0.21024981239978766,0.027125093850573767,0.022432095473662816
TJ083,intracranial,pyFR,0.5,0.9919066530717991,-0.24473372653637088,-0.6379268552473238
UP001,intracranial,pyFR,0.05206809461214197,-0.13245406375632995,0.2580087997281274,-0.1431464236111711
UP002,intracranial,pyFR,0.2214195295470182,0.4191588240581695,0.1426879340526116,-0.30720630767423096
UP003,intracranial,pyFR,0.2987260616539569,-0.6089251459242699,0.4458821619884416,-0.320519714249377
UP004,intracranial,pyFR,0.17483845070222162,0.3733365310761379,0.26306818391652503,0.4034531304202072
UP005,intracranial,pyFR,0.1935936757898481,-0.16539363902506643,0.008952569450823983,0.29127884252120917
UP006,intracranial,pyFR,0.0027660374828098653,-0.100852342161396,0.0504582000169301,-0.05820396071548125
UP007,intracranial,pyFR,0.1433092082169358,-0.04792712678071663,-0.1286346083005016,0.039426659950571236
UP008,intracranial,pyFR,0.050239429239162026,0.12455105433420115,0.3550314330499797,0.6634571260045723
UP011,intracranial,pyFR,0.11903336005362147,0.013254599920091972,-0.2892161061407285,0.0007162554081426945
UP016,intracranial,pyFR,-0.28708494144374685,0.029495572443615753,-0.013731115274079761,0.22111335141326643
UP017,intracranial,pyFR,0.11798119334366261,0.1402663703697779,0.2627280551145008,-0.05399442707130776
UP019,intracranial,pyFR,0.09899761138214917,-0.20484872235302332,0.09107817850494762,0.4160253797248028
UP020,intracranial,pyFR,-0.14289164155668146,-0.1352592292337509,-0.024600764477286114,-0.430801644868185
UP021,intracranial,pyFR,-0.11545836844540784,0.06104938040156146,-0.053119549352094925,0.05328160481764108
UP022,intracranial,pyFR,-0.16546831882590313,-0.3408499984119352,0.07708700251405518,0.07452892672995073
UP024,intracranial,pyFR,-0.2169019632108098,-0.1657178797910249,-0.05350270297616638,-0.0770330725934492
UP028,intracranial,pyFR,0.40402932372142186,-0.14943369561021638,0.19980033737485817,-0.31035632308264605
UP029,intracranial,pyFR,-0.5991254420486266,0.09276078584886757,-0.5180862364220244,-0.32779058800825633
UP034,intracranial,pyFR,0.15229555024757951,0.43226517625691396,0.06053379214277233,0.21773482676892347
UP036,intracranial,pyFR,-0.9962955619885905,-0.6334104663939293,0.9563247157871202,0.2427046394296926
UP037,intracranial,pyFR,0.021675789498827612,-0.23276641191022626,-0.06940790669601937,0.34754025842464276
UP038,intracranial,pyFR,0.9333707426843649,0.8062260417775166,0.9997418483151108,0.7566288795602747
UP040,intracranial,pyFR,0.27630119861555463,0.11035501561206848,-0.054237074004232735,0.16156461788051601
UP041,intracranial,pyFR,-0.22823802814753855,-0.4437815316308309,0.04473449045679231,-0.1288423023153309
