subject,exp_type,experiment,bin,psim,irt
TJ062,intracranial,pyFR,4.0,0.4,1960.5
TJ062,intracranial,pyFR,5.0,0.595568783068783,3480.5833333333335
TJ064,intracranial,pyFR,0.0,0.0,3375.6826923076924
TJ064,intracranial,pyFR,1.0,0.24131944444444445,3994.0
TJ064,intracranial,pyFR,2.0,0.2857142857142857,2582.464285714286
TJ064,intracranial,pyFR,3.0,0.3319327731092437,2152.3529411764707
TJ064,intracranial,pyFR,4.0,0.4,1819.0
TJ064,intracranial,pyFR,5.0,0.5613756613756614,1994.6666666666667
TJ065,intracranial,pyFR,0.0,0.0,7103.030303030303
TJ065,intracranial,pyFR,1.0,0.19444444444444442,3781.5
TJ065,intracranial,pyFR,2.0,0.28348214285714285,6888.125
TJ065,intracranial,pyFR,3.0,0.32857142857142857,4878.0
TJ065,intracranial,pyFR,4.0,0.4,12053.0
TJ065,intracranial,pyFR,5.0,0.65,5446.5
TJ066,intracranial,pyFR,0.0,0.0,4863.291666666667
TJ066,intracranial,pyFR,2.0,0.2857142857142857,6251.0
TJ066,intracranial,pyFR,3.0,0.3333333333333333,6138.222222222223
TJ066,intracranial,pyFR,5.0,0.5,1316.5
TJ068,intracranial,pyFR,0.0,0.0,4930.744680851064
TJ068,intracranial,pyFR,1.0,0.23680555555555555,8946.375
TJ068,intracranial,pyFR,2.0,0.2844387755102041,8283.0
TJ068,intracranial,pyFR,3.0,0.3333333333333333,2343.5714285714284
TJ068,intracranial,pyFR,4.0,0.4000000000000001,4113.333333333333
TJ068,intracranial,pyFR,5.0,0.5079365079365079,1928.6666666666667
TJ069,intracranial,pyFR,0.0,0.0,2544.451612903226
TJ069,intracranial,pyFR,2.0,0.2857142857142857,2824.6666666666665
TJ069,intracranial,pyFR,3.0,0.3333333333333333,8452.75
TJ069,intracranial,pyFR,4.0,0.4,2928.5
TJ069,intracranial,pyFR,5.0,0.5634920634920635,4503.714285714285
TJ071,intracranial,pyFR,0.0,0.0,7908.4
TJ072,intracranial,pyFR,0.0,0.0,2642.0
TJ073,intracranial,pyFR,0.0,0.0,4362.068627450981
TJ073,intracranial,pyFR,1.0,0.2221938775510204,3827.214285714286
TJ073,intracranial,pyFR,2.0,0.2857142857142857,5386.235294117647
TJ073,intracranial,pyFR,3.0,0.33174603174603173,3786.0
TJ073,intracranial,pyFR,4.0,0.4,7405.0
TJ073,intracranial,pyFR,5.0,0.5639329805996472,3975.5555555555557
TJ074,intracranial,pyFR,0.0,0.0,5713.714285714285
TJ074,intracranial,pyFR,1.0,0.2361111111111111,4781.0
TJ074,intracranial,pyFR,2.0,0.2857142857142857,3229.8
TJ074,intracranial,pyFR,3.0,0.3333333333333333,2220.3333333333335
TJ074,intracranial,pyFR,4.0,0.4,1153.0
TJ074,intracranial,pyFR,5.0,0.5714285714285714,2572.25
TJ075,intracranial,pyFR,0.0,0.0,5999.982142857143
TJ075,intracranial,pyFR,1.0,0.25,1710.0
TJ075,intracranial,pyFR,2.0,0.2857142857142857,3822.8
TJ075,intracranial,pyFR,3.0,0.3333333333333333,6982.714285714285
TJ075,intracranial,pyFR,4.0,0.4,3669.5
TJ075,intracranial,pyFR,5.0,0.5833333333333333,10139.0
TJ077,intracranial,pyFR,0.0,0.0,2631.6129032258063
TJ077,intracranial,pyFR,1.0,0.25,1032.0
TJ077,intracranial,pyFR,2.0,0.2857142857142857,1615.875
TJ077,intracranial,pyFR,3.0,0.3333333333333333,1206.6666666666667
TJ077,intracranial,pyFR,4.0,0.4,1995.0
TJ077,intracranial,pyFR,5.0,0.6240740740740741,2009.6666666666667
TJ078,intracranial,pyFR,0.0,0.0,3714.7419354838707
TJ078,intracranial,pyFR,1.0,0.24444444444444446,3059.8
TJ078,intracranial,pyFR,2.0,0.2857142857142857,4424.727272727273
TJ078,intracranial,pyFR,3.0,0.3333333333333333,9076.0
TJ078,intracranial,pyFR,4.0,0.4,12888.0
TJ078,intracranial,pyFR,5.0,0.7333333333333334,4854.0
TJ079,intracranial,pyFR,0.0,0.0,2125.5555555555557
TJ079,intracranial,pyFR,1.0,0.25,8830.0
TJ079,intracranial,pyFR,2.0,0.2857142857142857,2322.25
TJ079,intracranial,pyFR,3.0,0.3333333333333333,1183.0
TJ079,intracranial,pyFR,5.0,0.65,1457.5
TJ080,intracranial,pyFR,0.0,0.0,12938.272727272728
TJ080,intracranial,pyFR,2.0,0.2857142857142857,8415.5
TJ080,intracranial,pyFR,3.0,0.3333333333333333,995.0
TJ080,intracranial,pyFR,4.0,0.4,7726.0
TJ080,intracranial,pyFR,5.0,0.5833333333333333,10097.0
TJ081,intracranial,pyFR,0.0,0.0,3982.125
TJ081,intracranial,pyFR,1.0,0.25,1149.0
TJ081,intracranial,pyFR,2.0,0.2857142857142857,667.0
TJ081,intracranial,pyFR,4.0,0.4,1571.0
TJ081,intracranial,pyFR,5.0,0.6000000000000001,1155.0
TJ082,intracranial,pyFR,0.0,0.0,4665.777777777777
TJ082,intracranial,pyFR,1.0,0.20833333333333331,884.0
TJ082,intracranial,pyFR,2.0,0.2857142857142857,987.0
TJ082,intracranial,pyFR,3.0,0.3214285714285714,1771.5
TJ082,intracranial,pyFR,4.0,0.4,1061.0
TJ083,intracranial,pyFR,0.0,0.0,639.6666666666666
TJ083,intracranial,pyFR,1.0,0.25,758.3333333333334
UP001,intracranial,pyFR,0.0,0.0,4831.682926829269
UP001,intracranial,pyFR,1.0,0.25,1975.0
UP001,intracranial,pyFR,2.0,0.2857142857142857,2387.222222222222
UP001,intracranial,pyFR,3.0,0.3333333333333333,2615.5714285714284
UP001,intracranial,pyFR,4.0,0.4000000000000001,1102.0
UP001,intracranial,pyFR,5.0,0.5714285714285714,4166.0
UP002,intracranial,pyFR,0.0,0.0,4674.333333333333
UP002,intracranial,pyFR,2.0,0.2857142857142857,5069.5
UP002,intracranial,pyFR,3.0,0.3333333333333333,1842.0
UP002,intracranial,pyFR,4.0,0.4,1344.5
UP002,intracranial,pyFR,5.0,0.5,6788.0
UP003,intracranial,pyFR,0.0,0.0,2929.153846153846
UP003,intracranial,pyFR,2.0,0.2857142857142857,1462.5
UP003,intracranial,pyFR,5.0,0.4722222222222222,882.5
UP004,intracranial,pyFR,0.0,0.0,2415.5
UP004,intracranial,pyFR,1.0,0.14285714285714285,871.0
UP004,intracranial,pyFR,2.0,0.2857142857142857,779.5
UP004,intracranial,pyFR,3.0,0.3333333333333333,3441.6666666666665
UP004,intracranial,pyFR,5.0,0.5079365079365079,2669.0
UP005,intracranial,pyFR,0.0,0.0,4619.48
UP005,intracranial,pyFR,1.0,0.2281746031746032,4817.571428571428
UP005,intracranial,pyFR,2.0,0.2857142857142857,3851.769230769231
UP005,intracranial,pyFR,3.0,0.32936507936507936,5409.5
UP005,intracranial,pyFR,4.0,0.4,1819.0
UP005,intracranial,pyFR,5.0,0.5879629629629629,7157.75
UP006,intracranial,pyFR,0.0,0.0,3296.904761904762
UP006,intracranial,pyFR,1.0,0.25,1658.4
UP006,intracranial,pyFR,2.0,0.2857142857142857,1815.4
UP006,intracranial,pyFR,3.0,0.3333333333333333,1672.5
UP006,intracranial,pyFR,4.0,0.4,1126.0
UP006,intracranial,pyFR,5.0,0.6031746031746031,2347.25
UP007,intracranial,pyFR,0.0,0.0,3822.7419354838707
UP007,intracranial,pyFR,1.0,0.24537037037037038,6227.833333333333
UP007,intracranial,pyFR,2.0,0.2857142857142857,6700.333333333333
UP007,intracranial,pyFR,3.0,0.3333333333333333,8847.75
UP007,intracranial,pyFR,4.0,0.4,1980.0
UP007,intracranial,pyFR,5.0,0.5976190476190476,1668.0
UP008,intracranial,pyFR,0.0,0.0,3450.15
UP008,intracranial,pyFR,1.0,0.25,2378.5
UP008,intracranial,pyFR,2.0,0.2857142857142857,5504.666666666667
UP008,intracranial,pyFR,3.0,0.3333333333333333,1840.0
UP008,intracranial,pyFR,4.0,0.375,5213.0
UP008,intracranial,pyFR,5.0,0.5,2851.5
UP011,intracranial,pyFR,0.0,0.0,4547.838983050848
UP011,intracranial,pyFR,1.0,0.24786324786324787,3276.923076923077
UP011,intracranial,pyFR,2.0,0.28448275862068967,3662.5172413793102
UP011,intracranial,pyFR,3.0,0.33106575963718815,4796.857142857143
UP011,intracranial,pyFR,4.0,0.39333333333333337,4003.0
UP011,intracranial,pyFR,5.0,0.5696248196248196,3934.6363636363635
UP016,intracranial,pyFR,0.0,0.0,2572.266666666667
UP016,intracranial,pyFR,1.0,0.23148148148148148,1469.3333333333333
UP016,intracranial,pyFR,2.0,0.2857142857142857,2340.5
UP016,intracranial,pyFR,4.0,0.4,22495.0
UP016,intracranial,pyFR,5.0,0.5,2940.0
UP017,intracranial,pyFR,0.0,0.0,1206.8823529411766
UP017,intracranial,pyFR,1.0,0.23875661375661375,1254.3333333333333
UP017,intracranial,pyFR,2.0,0.2857142857142857,1331.1944444444443
UP017,intracranial,pyFR,3.0,0.33035714285714285,1103.875
UP017,intracranial,pyFR,4.0,0.4,920.0
UP017,intracranial,pyFR,5.0,0.5274725274725275,1383.3076923076924
UP019,intracranial,pyFR,0.0,0.0,1060.1568627450981
UP019,intracranial,pyFR,1.0,0.2232142857142857,3262.375
UP019,intracranial,pyFR,2.0,0.2857142857142857,1328.5333333333333
UP019,intracranial,pyFR,3.0,0.3333333333333333,2375.777777777778
UP019,intracranial,pyFR,4.0,0.4,1373.0
UP019,intracranial,pyFR,5.0,0.49338624338624343,916.1666666666666
UP020,intracranial,pyFR,0.0,0.0,3069.561403508772
UP020,intracranial,pyFR,1.0,0.2232142857142857,1886.75
UP020,intracranial,pyFR,2.0,0.2857142857142857,5008.571428571428
UP020,intracranial,pyFR,3.0,0.3333333333333333,4065.4
UP020,intracranial,pyFR,4.0,0.4000000000000001,4629.0
UP020,intracranial,pyFR,5.0,0.5578231292517006,3360.0
UP021,intracranial,pyFR,0.0,0.0,2939.7894736842104
UP021,intracranial,pyFR,1.0,0.23106060606060605,2249.0
UP021,intracranial,pyFR,2.0,0.2857142857142857,2542.0
UP021,intracranial,pyFR,3.0,0.33174603174603173,3109.6666666666665
UP021,intracranial,pyFR,4.0,0.4,3948.0
UP021,intracranial,pyFR,5.0,0.5996947496947497,3124.3076923076924
UP022,intracranial,pyFR,0.0,0.0,2493.6862745098038
UP022,intracranial,pyFR,1.0,0.21825396825396826,2036.3636363636363
UP022,intracranial,pyFR,2.0,0.2857142857142857,2430.866666666667
UP022,intracranial,pyFR,3.0,0.3333333333333333,2769.2
UP022,intracranial,pyFR,4.0,0.4,960.0
UP022,intracranial,pyFR,5.0,0.5816326530612245,2733.4285714285716
UP024,intracranial,pyFR,0.0,0.0,4940.226415094339
UP024,intracranial,pyFR,1.0,0.2465277777777778,2290.5
UP024,intracranial,pyFR,2.0,0.2857142857142857,2884.7272727272725
UP024,intracranial,pyFR,3.0,0.3333333333333333,3266.4444444444443
UP024,intracranial,pyFR,4.0,0.4,1704.6
UP024,intracranial,pyFR,5.0,0.564935064935065,5067.454545454545
UP028,intracranial,pyFR,0.0,0.0,4014.375
UP028,intracranial,pyFR,2.0,0.2857142857142857,1908.3333333333333
UP028,intracranial,pyFR,3.0,0.3333333333333333,1348.5
UP028,intracranial,pyFR,4.0,0.4,1120.0
UP029,intracranial,pyFR,0.0,0.0,4919.705882352941
UP029,intracranial,pyFR,1.0,0.25,1720.0
UP029,intracranial,pyFR,3.0,0.3333333333333333,851.5
UP029,intracranial,pyFR,5.0,0.5,774.0
UP034,intracranial,pyFR,0.0,0.0,5223.307692307692
UP034,intracranial,pyFR,1.0,0.2007936507936508,3108.0
UP034,intracranial,pyFR,2.0,0.2857142857142857,5191.0
UP034,intracranial,pyFR,3.0,0.3333333333333333,2269.0
UP034,intracranial,pyFR,5.0,0.6452380952380953,4978.833333333333
UP036,intracranial,pyFR,0.0,0.0,2296.0
UP036,intracranial,pyFR,2.0,0.2857142857142857,8147.0
UP036,intracranial,pyFR,3.0,0.3333333333333333,990.5
UP037,intracranial,pyFR,0.0,0.0,2112.0
UP037,intracranial,pyFR,1.0,0.22857142857142856,1732.8
UP037,intracranial,pyFR,2.0,0.2857142857142857,1954.0
UP037,intracranial,pyFR,3.0,0.3333333333333333,1685.3333333333333
UP037,intracranial,pyFR,5.0,0.6309523809523809,719.6666666666666
UP038,intracranial,pyFR,0.0,0.0,4792.2
UP038,intracranial,pyFR,2.0,0.2857142857142857,13383.0
UP038,intracranial,pyFR,5.0,0.75,5419.0
UP040,intracranial,pyFR,0.0,0.0,4874.119047619048
UP040,intracranial,pyFR,1.0,0.24294871794871795,5624.923076923077
UP040,intracranial,pyFR,2.0,0.2857142857142857,6117.0
UP040,intracranial,pyFR,3.0,0.33208020050125314,3607.157894736842
UP040,intracranial,pyFR,4.0,0.4,1754.5
UP040,intracranial,pyFR,5.0,0.5734126984126984,5134.75
UP041,intracranial,pyFR,0.0,0.0,2655.9841269841268
UP041,intracranial,pyFR,1.0,0.25,4399.818181818182
UP041,intracranial,pyFR,2.0,0.2857142857142857,4501.285714285715
UP041,intracranial,pyFR,3.0,0.3333333333333333,2948.181818181818
UP041,intracranial,pyFR,4.0,0.4000000000000001,2472.0
UP041,intracranial,pyFR,5.0,0.5680272108843537,3773.0
UP042,intracranial,pyFR,0.0,0.0,9830.6
UP042,intracranial,pyFR,5.0,0.4444444444444444,2262.0
UP043,intracranial,pyFR,0.0,0.0,3645.325
UP043,intracranial,pyFR,1.0,0.23611111111111113,3722.909090909091
UP043,intracranial,pyFR,2.0,0.2857142857142857,2025.0
UP043,intracranial,pyFR,3.0,0.3333333333333333,3762.529411764706
UP043,intracranial,pyFR,4.0,0.39444444444444443,2267.1666666666665
UP043,intracranial,pyFR,5.0,0.5577601410934744,2204.5
UP044,intracranial,pyFR,0.0,0.0,910.6507936507936
UP044,intracranial,pyFR,1.0,0.24074074074074073,386.0
UP044,intracranial,pyFR,2.0,0.2857142857142857,772.1428571428571
UP044,intracranial,pyFR,3.0,0.3333333333333333,777.5714285714286
UP044,intracranial,pyFR,4.0,0.4,386.0
UP044,intracranial,pyFR,5.0,0.6210884353741496,1092.5714285714287
UP045,intracranial,pyFR,0.0,0.0,2733.8888888888887
UP045,intracranial,pyFR,1.0,0.25,1010.0
UP045,intracranial,pyFR,2.0,0.2857142857142857,2998.1666666666665
UP045,intracranial,pyFR,3.0,0.3333333333333333,829.0
UP045,intracranial,pyFR,4.0,0.4000000000000001,2355.0
UP045,intracranial,pyFR,5.0,0.5714285714285714,669.0
UP046,intracranial,pyFR,0.0,0.0,2673.3617021276596
UP046,intracranial,pyFR,1.0,0.19791666666666666,4181.25
UP046,intracranial,pyFR,2.0,0.2857142857142857,460.6666666666667
UP046,intracranial,pyFR,3.0,0.3333333333333333,571.25
R1001P,intracranial,FR1,0.0,0.0,2159.9310344827586
R1001P,intracranial,FR1,1.0,0.19642857142857142,2310.0
R1001P,intracranial,FR1,2.0,0.2857142857142857,2420.875
R1001P,intracranial,FR1,3.0,0.3333333333333333,6080.555555555556
R1001P,intracranial,FR1,4.0,0.4,5529.0
R1001P,intracranial,FR1,5.0,0.5619047619047619,2438.0
R1002P,intracranial,FR1,0.0,0.0,3275.8
R1002P,intracranial,FR1,1.0,0.2313797313797314,2130.4615384615386
R1002P,intracranial,FR1,2.0,0.2857142857142857,2823.8076923076924
R1002P,intracranial,FR1,3.0,0.3333333333333333,2232.818181818182
R1002P,intracranial,FR1,4.0,0.4,1644.0
R1002P,intracranial,FR1,5.0,0.5714285714285714,2453.3333333333335
R1003P,intracranial,FR1,0.0,0.0,1621.716049382716
R1003P,intracranial,FR1,1.0,0.24305555555555555,1602.75
R1003P,intracranial,FR1,2.0,0.28422619047619047,1096.5833333333333
R1003P,intracranial,FR1,3.0,0.3333333333333333,1377.7
R1003P,intracranial,FR1,4.0,0.4,4154.0
R1003P,intracranial,FR1,5.0,0.5577601410934744,2055.6666666666665
R1006P,intracranial,FR1,0.0,0.0,2809.0597014925374
R1006P,intracranial,FR1,1.0,0.20634920634920634,2271.0
R1006P,intracranial,FR1,2.0,0.2857142857142857,1965.7857142857142
R1006P,intracranial,FR1,3.0,0.33134920634920634,5674.666666666667
R1006P,intracranial,FR1,4.0,0.4,2452.0
R1006P,intracranial,FR1,5.0,0.6523809523809524,2890.6
R1010J,intracranial,FR1,0.0,0.0,4995.2307692307695
R1010J,intracranial,FR1,1.0,0.22870370370370371,3598.8333333333335
R1010J,intracranial,FR1,2.0,0.2857142857142857,2655.75
R1010J,intracranial,FR1,3.0,0.3333333333333333,4538.285714285715
R1010J,intracranial,FR1,4.0,0.4,1727.0
R1010J,intracranial,FR1,5.0,0.5873015873015873,3316.0
R1018P,intracranial,FR1,0.0,0.0,3723.0
R1018P,intracranial,FR1,1.0,0.25,2685.0
R1018P,intracranial,FR1,2.0,0.2857142857142857,2192.5
R1018P,intracranial,FR1,3.0,0.32857142857142857,937.8
R1018P,intracranial,FR1,5.0,0.7619047619047619,854.5
R1020J,intracranial,FR1,0.0,0.0,3365.6415094339623
R1020J,intracranial,FR1,1.0,0.22301587301587303,2752.5
R1020J,intracranial,FR1,2.0,0.2857142857142857,3192.2
R1020J,intracranial,FR1,3.0,0.3333333333333333,1807.75
R1020J,intracranial,FR1,4.0,0.4,1757.0
R1020J,intracranial,FR1,5.0,0.5515873015873015,1478.5
R1022J,intracranial,FR1,0.0,0.0,1902.75
R1022J,intracranial,FR1,1.0,0.25,779.3333333333334
R1022J,intracranial,FR1,2.0,0.2857142857142857,2186.1428571428573
R1022J,intracranial,FR1,3.0,0.3273809523809524,2968.0
R1022J,intracranial,FR1,4.0,0.4,8389.0
R1022J,intracranial,FR1,5.0,0.5,811.0
R1023J,intracranial,FR1,0.0,0.0,1311.8125
R1023J,intracranial,FR1,1.0,0.25,1278.0
R1023J,intracranial,FR1,2.0,0.2857142857142857,1560.4545454545455
R1023J,intracranial,FR1,3.0,0.3333333333333333,1495.0
R1023J,intracranial,FR1,5.0,0.6507936507936507,1799.0
R1026D,intracranial,FR1,0.0,0.0,2603.521739130435
R1026D,intracranial,FR1,1.0,0.25,1892.0
R1026D,intracranial,FR1,2.0,0.2857142857142857,2605.0
R1026D,intracranial,FR1,3.0,0.3333333333333333,3591.75
R1026D,intracranial,FR1,4.0,0.4000000000000001,2135.3333333333335
R1026D,intracranial,FR1,5.0,0.5357142857142857,5858.666666666667
R1027J,intracranial,FR1,0.0,0.0,1033.0
R1027J,intracranial,FR1,2.0,0.2857142857142857,6421.0
R1027J,intracranial,FR1,3.0,0.3333333333333333,446.3333333333333
R1027J,intracranial,FR1,5.0,0.5714285714285714,499.0
R1030J,intracranial,FR1,0.0,0.0,3253.590909090909
R1030J,intracranial,FR1,1.0,0.22685185185185186,5115.666666666667
R1030J,intracranial,FR1,2.0,0.2857142857142857,7911.333333333333
R1030J,intracranial,FR1,3.0,0.3333333333333333,5019.333333333333
R1030J,intracranial,FR1,4.0,0.4,5312.0
R1030J,intracranial,FR1,5.0,0.7113095238095237,1676.25
R1031M,intracranial,FR1,0.0,0.0,3122.1071428571427
R1031M,intracranial,FR1,1.0,0.2361111111111111,5904.5
R1031M,intracranial,FR1,2.0,0.2857142857142857,6942.666666666667
R1031M,intracranial,FR1,3.0,0.3333333333333333,5499.2
R1031M,intracranial,FR1,4.0,0.4,1867.0
R1031M,intracranial,FR1,5.0,0.6805555555555556,4574.0
R1032D,intracranial,FR1,0.0,0.0,2750.5476190476193
R1032D,intracranial,FR1,1.0,0.25,2180.8
R1032D,intracranial,FR1,2.0,0.2857142857142857,2356.4285714285716
R1032D,intracranial,FR1,3.0,0.3333333333333333,1994.8
R1032D,intracranial,FR1,4.0,0.4,1739.0
R1032D,intracranial,FR1,5.0,0.5555555555555555,1647.6666666666667
R1033D,intracranial,FR1,0.0,0.0,2615.3
R1033D,intracranial,FR1,2.0,0.2857142857142857,3353.0
R1033D,intracranial,FR1,4.0,0.4,2918.0
R1033D,intracranial,FR1,5.0,0.5178571428571428,6139.5
R1034D,intracranial,FR1,0.0,0.0,1421.75
R1034D,intracranial,FR1,1.0,0.14285714285714285,1399.0
R1034D,intracranial,FR1,2.0,0.2857142857142857,2174.0
R1034D,intracranial,FR1,3.0,0.325,2687.0
R1034D,intracranial,FR1,5.0,0.5833333333333333,1646.5
R1035M,intracranial,FR1,0.0,0.0,4665.5625
R1035M,intracranial,FR1,1.0,0.21626984126984128,2893.5
R1035M,intracranial,FR1,2.0,0.2857142857142857,3692.75
R1035M,intracranial,FR1,3.0,0.3333333333333333,4521.5
R1035M,intracranial,FR1,5.0,0.5793650793650794,3989.6666666666665
R1036M,intracranial,FR1,0.0,0.0,5225.8
R1036M,intracranial,FR1,1.0,0.25,11381.0
R1036M,intracranial,FR1,2.0,0.2857142857142857,2969.0
R1036M,intracranial,FR1,3.0,0.3333333333333333,7357.0
R1036M,intracranial,FR1,5.0,0.5,1756.0
R1042M,intracranial,FR1,0.0,0.0,2053.103092783505
R1042M,intracranial,FR1,1.0,0.23611111111111113,2307.9411764705883
R1042M,intracranial,FR1,2.0,0.2857142857142857,3479.7619047619046
R1042M,intracranial,FR1,3.0,0.3333333333333333,2835.4615384615386
R1042M,intracranial,FR1,4.0,0.375,1220.0
R1042M,intracranial,FR1,5.0,0.6217948717948717,1372.6923076923076
R1044J,intracranial,FR1,0.0,0.0,503.1818181818182
R1044J,intracranial,FR1,2.0,0.2857142857142857,895.5
R1044J,intracranial,FR1,5.0,0.5,10124.0
R1045E,intracranial,FR1,0.0,0.0,3829.151515151515
R1045E,intracranial,FR1,1.0,0.25,3066.5
R1045E,intracranial,FR1,2.0,0.2857142857142857,4492.125
R1045E,intracranial,FR1,3.0,0.3333333333333333,5592.333333333333
R1045E,intracranial,FR1,4.0,0.39375000000000004,3556.25
R1045E,intracranial,FR1,5.0,0.5809523809523809,6202.4
R1048E,intracranial,FR1,0.0,0.0,2878.808988764045
R1048E,intracranial,FR1,1.0,0.21428571428571427,2446.7
R1048E,intracranial,FR1,2.0,0.28459821428571425,1967.6875
R1048E,intracranial,FR1,3.0,0.3333333333333333,3549.909090909091
R1048E,intracranial,FR1,4.0,0.4000000000000001,1630.3333333333333
R1048E,intracranial,FR1,5.0,0.5461760461760462,3934.4545454545455
R1049J,intracranial,FR1,0.0,0.0,3454.0
R1049J,intracranial,FR1,5.0,0.4444444444444444,2906.0
R1050M,intracranial,FR1,0.0,0.0,4211.015384615384
R1050M,intracranial,FR1,1.0,0.22675736961451246,3349.714285714286
R1050M,intracranial,FR1,2.0,0.28273809523809523,5118.666666666667
R1050M,intracranial,FR1,3.0,0.3333333333333333,5259.333333333333
R1050M,intracranial,FR1,4.0,0.4,2751.0
R1050M,intracranial,FR1,5.0,0.5628306878306878,4766.166666666667
R1051J,intracranial,FR1,0.0,0.0,2481.025641025641
R1051J,intracranial,FR1,1.0,0.24238095238095236,2795.28
R1051J,intracranial,FR1,2.0,0.2857142857142857,2419.875
R1051J,intracranial,FR1,3.0,0.3333333333333333,2453.8823529411766
R1051J,intracranial,FR1,4.0,0.4,3464.4285714285716
R1051J,intracranial,FR1,5.0,0.5560731538992408,3279.2608695652175
R1052E,intracranial,FR1,0.0,0.0,3513.5866666666666
R1052E,intracranial,FR1,1.0,0.2261904761904762,3201.625
R1052E,intracranial,FR1,2.0,0.2857142857142857,2689.5555555555557
R1052E,intracranial,FR1,3.0,0.3333333333333333,3065.6666666666665
R1052E,intracranial,FR1,4.0,0.4,2771.25
R1052E,intracranial,FR1,5.0,0.6166666666666666,4759.4
R1053M,intracranial,FR1,0.0,0.0,4853.75
R1053M,intracranial,FR1,1.0,0.25,4270.0
R1053M,intracranial,FR1,2.0,0.2857142857142857,3677.0
R1053M,intracranial,FR1,3.0,0.3333333333333333,697.0
R1053M,intracranial,FR1,4.0,0.4,3090.0
R1054J,intracranial,FR1,0.0,0.0,2839.9663865546217
R1054J,intracranial,FR1,1.0,0.2330246913580247,2247.3333333333335
R1054J,intracranial,FR1,2.0,0.2857142857142857,2701.8928571428573
R1054J,intracranial,FR1,3.0,0.33116883116883117,3198.7727272727275
R1054J,intracranial,FR1,4.0,0.3952380952380952,1490.142857142857
R1054J,intracranial,FR1,5.0,0.5719954648526077,3493.8571428571427
R1056M,intracranial,FR1,0.0,0.0,1713.6363636363637
R1056M,intracranial,FR1,1.0,0.2288359788359788,1924.7777777777778
R1056M,intracranial,FR1,2.0,0.2845238095238095,2263.3333333333335
R1056M,intracranial,FR1,3.0,0.3333333333333333,3501.6
R1056M,intracranial,FR1,4.0,0.4,2908.5
R1056M,intracranial,FR1,5.0,0.5918367346938774,5378.142857142857
R1057E,intracranial,FR1,0.0,0.0,3041.9166666666665
R1057E,intracranial,FR1,2.0,0.2857142857142857,5234.0
R1057E,intracranial,FR1,5.0,0.5,860.0
R1059J,intracranial,FR1,0.0,0.0,1742.5
R1059J,intracranial,FR1,3.0,0.3333333333333333,1055.0
R1060M,intracranial,FR1,0.0,0.0,2962.412213740458
R1060M,intracranial,FR1,1.0,0.2295751633986928,3921.5882352941176
R1060M,intracranial,FR1,2.0,0.28513824884792627,2285.7419354838707
R1060M,intracranial,FR1,3.0,0.33225108225108224,2072.318181818182
R1060M,intracranial,FR1,4.0,0.4000000000000001,2627.6666666666665
R1060M,intracranial,FR1,5.0,0.5615079365079365,2192.625
R1061T,intracranial,FR1,0.0,0.0,3247.219298245614
R1061T,intracranial,FR1,1.0,0.22854662698412698,4706.625
R1061T,intracranial,FR1,2.0,0.28448275862068967,3434.448275862069
R1061T,intracranial,FR1,3.0,0.3333333333333333,3269.8333333333335
R1061T,intracranial,FR1,4.0,0.4000000000000001,2458.8333333333335
R1061T,intracranial,FR1,5.0,0.5795376121463078,2148.913043478261
R1062J,intracranial,FR1,0.0,0.0,4182.384615384615
R1062J,intracranial,FR1,1.0,0.25,2417.0
R1062J,intracranial,FR1,2.0,0.2857142857142857,2344.5
R1062J,intracranial,FR1,3.0,0.3333333333333333,10835.5
R1062J,intracranial,FR1,5.0,0.6666666666666666,5201.6
R1063C,intracranial,FR1,0.0,0.0,3139.5454545454545
R1063C,intracranial,FR1,1.0,0.23958333333333331,1313.375
R1063C,intracranial,FR1,2.0,0.2857142857142857,3191.8
R1063C,intracranial,FR1,3.0,0.3333333333333333,3371.714285714286
R1063C,intracranial,FR1,4.0,0.4,979.0
R1063C,intracranial,FR1,5.0,0.5357142857142857,7501.75
R1065J,intracranial,FR1,0.0,0.0,3599.2836363636366
R1065J,intracranial,FR1,1.0,0.2395124716553288,4455.228571428572
R1065J,intracranial,FR1,2.0,0.28538961038961036,3663.909090909091
R1065J,intracranial,FR1,3.0,0.33225108225108224,3579.6363636363635
R1065J,intracranial,FR1,4.0,0.4,2623.4
R1065J,intracranial,FR1,5.0,0.5494505494505494,4517.076923076923
R1066P,intracranial,FR1,0.0,0.0,1800.4255319148936
R1066P,intracranial,FR1,1.0,0.21345899470899474,2099.75
R1066P,intracranial,FR1,2.0,0.2857142857142857,1244.9
R1066P,intracranial,FR1,3.0,0.3333333333333333,1747.892857142857
R1066P,intracranial,FR1,4.0,0.4,4454.0
R1066P,intracranial,FR1,5.0,0.6109243697478992,3157.705882352941
R1067P,intracranial,FR1,0.0,0.0,2676.390243902439
R1067P,intracranial,FR1,1.0,0.25,1440.0
R1067P,intracranial,FR1,2.0,0.2857142857142857,1762.6666666666667
R1067P,intracranial,FR1,3.0,0.3333333333333333,3055.25
R1067P,intracranial,FR1,5.0,0.6171428571428571,1866.0
R1068J,intracranial,FR1,0.0,0.0,2250.595041322314
R1068J,intracranial,FR1,1.0,0.22916666666666666,3392.3
R1068J,intracranial,FR1,2.0,0.28459821428571425,1775.5
R1068J,intracranial,FR1,3.0,0.3322981366459627,2056.695652173913
R1068J,intracranial,FR1,4.0,0.4,2271.4285714285716
