subject,exp_type,experiment,session,localization,montage,tcs
LTP251,scalp,ltpFR2,17,0,0,0.6962602089071904
LTP251,scalp,ltpFR2,18,0,0,0.6458136239079701
LTP251,scalp,ltpFR2,19,0,0,0.6068250051737188
LTP251,scalp,ltpFR2,20,0,0,0.7065351630267772
LTP251,scalp,ltpFR2,21,0,0,0.6638152454981207
LTP251,scalp,ltpFR2,22,0,0,0.6973759986990432
LTP258,scalp,ltpFR2,0,0,0,0.6730713458707789
LTP258,scalp,ltpFR2,1,0,0,0.6817826270756958
LTP258,scalp,ltpFR2,2,0,0,0.7093357005324981
LTP258,scalp,ltpFR2,3,0,0,0.6816318465051672
LTP258,scalp,ltpFR2,4,0,0,0.7389631687100849
LTP258,scalp,ltpFR2,5,0,0,0.6835473333238079
LTP258,scalp,ltpFR2,6,0,0,0.7264696633614678
LTP258,scalp,ltpFR2,7,0,0,0.722415085525281
LTP258,scalp,ltpFR2,8,0,0,0.720099456749629
LTP258,scalp,ltpFR2,9,0,0,0.75418844112984
LTP258,scalp,ltpFR2,10,0,0,0.7341271389529235
LTP258,scalp,ltpFR2,11,0,0,0.7481327628336801
LTP258,scalp,ltpFR2,12,0,0,0.7224108444663409
LTP258,scalp,ltpFR2,13,0,0,0.7621426856467433
LTP258,scalp,ltpFR2,14,0,0,0.7404732887078983
LTP258,scalp,ltpFR2,15,0,0,0.7904421852006879
LTP258,scalp,ltpFR2,16,0,0,0.7374662846283804
LTP258,scalp,ltpFR2,17,0,0,0.7340603453406206
LTP258,scalp,ltpFR2,18,0,0,0.719066061699793
LTP258,scalp,ltpFR2,19,0,0,0.7526776226557176
LTP258,scalp,ltpFR2,20,0,0,0.7548360966798816
LTP258,scalp,ltpFR2,21,0,0,0.7307841494270323
LTP258,scalp,ltpFR2,22,0,0,0.73882091051355
LTP259,scalp,ltpFR2,0,0,0,0.7863760617812816
LTP259,scalp,ltpFR2,1,0,0,0.7578533874857061
LTP259,scalp,ltpFR2,2,0,0,0.7400379071939978
LTP259,scalp,ltpFR2,3,0,0,0.7473181124094223
LTP259,scalp,ltpFR2,4,0,0,0.7505720249482601
LTP259,scalp,ltpFR2,5,0,0,0.7522402714090662
LTP259,scalp,ltpFR2,6,0,0,0.7420415664215433
LTP259,scalp,ltpFR2,7,0,0,0.7416978015671837
LTP259,scalp,ltpFR2,8,0,0,0.7461620489345601
LTP259,scalp,ltpFR2,9,0,0,0.7458298459921329
LTP259,scalp,ltpFR2,10,0,0,0.751688400349832
LTP259,scalp,ltpFR2,11,0,0,0.7634066539140758
LTP259,scalp,ltpFR2,12,0,0,0.7471572639824489
LTP259,scalp,ltpFR2,13,0,0,0.7623076670054778
LTP259,scalp,ltpFR2,14,0,0,0.7790478209549633
LTP259,scalp,ltpFR2,15,0,0,0.7373141320389882
LTP259,scalp,ltpFR2,16,0,0,0.7641515834216626
LTP259,scalp,ltpFR2,17,0,0,0.7272946114116952
LTP259,scalp,ltpFR2,18,0,0,0.7048028093561607
LTP259,scalp,ltpFR2,19,0,0,0.7236111184950363
LTP259,scalp,ltpFR2,20,0,0,0.7535650671628681
LTP259,scalp,ltpFR2,21,0,0,0.6841665120258873
LTP259,scalp,ltpFR2,22,0,0,0.7092117885453241
LTP260,scalp,ltpFR2,0,0,0,0.7101855634880726
LTP260,scalp,ltpFR2,1,0,0,0.6652359751987708
LTP260,scalp,ltpFR2,2,0,0,0.6537918790531633
LTP260,scalp,ltpFR2,3,0,0,0.6348135808130734
LTP260,scalp,ltpFR2,4,0,0,0.6731553200665309
LTP260,scalp,ltpFR2,5,0,0,0.6404718005142809
LTP260,scalp,ltpFR2,6,0,0,0.673198565887294
LTP260,scalp,ltpFR2,7,0,0,0.6613949415201014
LTP260,scalp,ltpFR2,8,0,0,0.6569073089658674
LTP260,scalp,ltpFR2,9,0,0,0.6720334548615328
LTP260,scalp,ltpFR2,10,0,0,0.6883269098380231
LTP260,scalp,ltpFR2,11,0,0,0.719865093360288
LTP260,scalp,ltpFR2,12,0,0,0.6924722397463161
LTP260,scalp,ltpFR2,13,0,0,0.6972720291611099
LTP260,scalp,ltpFR2,14,0,0,0.6492115250759868
LTP260,scalp,ltpFR2,15,0,0,0.6427715845928536
LTP260,scalp,ltpFR2,16,0,0,0.6416453515420923
LTP260,scalp,ltpFR2,17,0,0,0.7008509400588765
LTP260,scalp,ltpFR2,18,0,0,0.673579705478296
LTP260,scalp,ltpFR2,19,0,0,0.6417566171564133
LTP260,scalp,ltpFR2,20,0,0,0.6853181347943437
LTP260,scalp,ltpFR2,21,0,0,0.6811998717234559
LTP260,scalp,ltpFR2,22,0,0,0.6881614134532897
LTP265,scalp,ltpFR2,0,0,0,0.6485668897978156
LTP265,scalp,ltpFR2,1,0,0,0.730745073667527
LTP265,scalp,ltpFR2,2,0,0,0.6931971893417501
LTP265,scalp,ltpFR2,3,0,0,0.6841060200016978
LTP265,scalp,ltpFR2,4,0,0,0.851404482747815
LTP265,scalp,ltpFR2,5,0,0,0.838149156280493
LTP265,scalp,ltpFR2,6,0,0,0.8427766010606002
LTP265,scalp,ltpFR2,7,0,0,0.8332976143702563
LTP265,scalp,ltpFR2,8,0,0,0.8269447364131802
LTP265,scalp,ltpFR2,9,0,0,0.8544119608340579
LTP265,scalp,ltpFR2,10,0,0,0.8506303847965535
LTP265,scalp,ltpFR2,11,0,0,0.8143957006340937
LTP265,scalp,ltpFR2,12,0,0,0.8673053961288281
LTP265,scalp,ltpFR2,13,0,0,0.8434827849815189
LTP265,scalp,ltpFR2,14,0,0,0.8578313690791289
LTP265,scalp,ltpFR2,15,0,0,0.8524947446523552
LTP265,scalp,ltpFR2,16,0,0,0.8591729189205879
LTP265,scalp,ltpFR2,17,0,0,0.8570382414053794
LTP265,scalp,ltpFR2,18,0,0,0.85537407166913
LTP265,scalp,ltpFR2,19,0,0,0.847176482528436
LTP265,scalp,ltpFR2,20,0,0,0.8411179446215526
LTP265,scalp,ltpFR2,21,0,0,0.8483082354727465
LTP265,scalp,ltpFR2,22,0,0,0.831737863908408
LTP269,scalp,ltpFR2,0,0,0,0.7219490111460178
LTP269,scalp,ltpFR2,1,0,0,0.7435586525887348
LTP269,scalp,ltpFR2,2,0,0,0.729434786905374
LTP269,scalp,ltpFR2,3,0,0,0.7082188548446201
LTP269,scalp,ltpFR2,4,0,0,0.7753143414030491
LTP269,scalp,ltpFR2,5,0,0,0.7595820830183363
LTP269,scalp,ltpFR2,6,0,0,0.7856392401211583
LTP269,scalp,ltpFR2,7,0,0,0.7639797956917848
LTP269,scalp,ltpFR2,8,0,0,0.7884838166006224
LTP269,scalp,ltpFR2,9,0,0,0.789241799131186
LTP269,scalp,ltpFR2,10,0,0,0.7687244050248464
LTP269,scalp,ltpFR2,11,0,0,0.7550668171301155
LTP269,scalp,ltpFR2,12,0,0,0.7859136763324398
LTP269,scalp,ltpFR2,13,0,0,0.7599225700607466
LTP269,scalp,ltpFR2,14,0,0,0.8110904685249257
LTP269,scalp,ltpFR2,15,0,0,0.7776467682519282
LTP269,scalp,ltpFR2,16,0,0,0.8019555398736616
LTP269,scalp,ltpFR2,17,0,0,0.8347771720634998
LTP269,scalp,ltpFR2,18,0,0,0.7959550154073121
LTP269,scalp,ltpFR2,19,0,0,0.8560066510469783
LTP269,scalp,ltpFR2,20,0,0,0.8338932367453025
LTP269,scalp,ltpFR2,21,0,0,0.7899643736833741
LTP269,scalp,ltpFR2,22,0,0,0.8835422016485593
LTP273,scalp,ltpFR2,0,0,0,0.6024858193726403
LTP273,scalp,ltpFR2,1,0,0,0.6318217007164375
LTP273,scalp,ltpFR2,2,0,0,0.600420700912664
LTP273,scalp,ltpFR2,3,0,0,0.7078609065448537
LTP273,scalp,ltpFR2,4,0,0,0.7060572661273573
LTP273,scalp,ltpFR2,5,0,0,0.7116414795806631
LTP273,scalp,ltpFR2,6,0,0,0.6471701208632692
LTP273,scalp,ltpFR2,7,0,0,0.6271392496392496
LTP273,scalp,ltpFR2,8,0,0,0.6518164946423125
LTP273,scalp,ltpFR2,9,0,0,0.6023885862750794
LTP273,scalp,ltpFR2,10,0,0,0.7986879171275767
LTP273,scalp,ltpFR2,11,0,0,0.7520272204811188
LTP273,scalp,ltpFR2,12,0,0,0.713061448233969
LTP273,scalp,ltpFR2,13,0,0,0.7480621606464383
LTP273,scalp,ltpFR2,14,0,0,0.6269710348291653
LTP273,scalp,ltpFR2,15,0,0,0.705168453946512
LTP273,scalp,ltpFR2,16,0,0,0.7222735258004902
LTP273,scalp,ltpFR2,17,0,0,0.7778922716129902
LTP273,scalp,ltpFR2,18,0,0,0.678796201714065
LTP273,scalp,ltpFR2,19,0,0,0.6979829263148487
LTP273,scalp,ltpFR2,20,0,0,0.6318748710083798
LTP273,scalp,ltpFR2,21,0,0,0.7773884732707805
LTP273,scalp,ltpFR2,22,0,0,0.6992288058951701
LTP274,scalp,ltpFR2,0,0,0,0.6281594752125563
LTP274,scalp,ltpFR2,1,0,0,0.8027857869316295
LTP274,scalp,ltpFR2,2,0,0,0.7066138561903709
LTP274,scalp,ltpFR2,3,0,0,0.6615263509567576
LTP278,scalp,ltpFR2,0,0,0,0.707402444028712
LTP278,scalp,ltpFR2,1,0,0,0.7885712307575301
LTP278,scalp,ltpFR2,2,0,0,0.6877599355434987
LTP278,scalp,ltpFR2,3,0,0,0.8044130134591199
LTP278,scalp,ltpFR2,4,0,0,0.7310649151412973
LTP278,scalp,ltpFR2,5,0,0,0.786742623494034
LTP278,scalp,ltpFR2,6,0,0,0.8636162863950316
LTP278,scalp,ltpFR2,7,0,0,0.7397180044129364
LTP278,scalp,ltpFR2,8,0,0,0.8472013546772693
LTP278,scalp,ltpFR2,9,0,0,0.7877439263723071
LTP278,scalp,ltpFR2,10,0,0,0.8326359533932072
LTP278,scalp,ltpFR2,11,0,0,0.7659664734963778
LTP278,scalp,ltpFR2,12,0,0,0.7526120018112844
LTP278,scalp,ltpFR2,13,0,0,0.7612444546523038
LTP278,scalp,ltpFR2,14,0,0,0.652764872142962
LTP278,scalp,ltpFR2,15,0,0,0.8147463509991983
LTP278,scalp,ltpFR2,16,0,0,0.8535623795858943
LTP278,scalp,ltpFR2,17,0,0,0.7398045108160428
LTP278,scalp,ltpFR2,18,0,0,0.8490095684472619
LTP278,scalp,ltpFR2,19,0,0,0.8555569362066513
LTP278,scalp,ltpFR2,20,0,0,0.7132398194383403
LTP278,scalp,ltpFR2,21,0,0,0.8316582790579018
LTP278,scalp,ltpFR2,22,0,0,0.85159123977959
LTP279,scalp,ltpFR2,0,0,0,0.8591626949578476
LTP279,scalp,ltpFR2,1,0,0,0.8490931897098974
LTP279,scalp,ltpFR2,2,0,0,0.8715541562748905
LTP279,scalp,ltpFR2,3,0,0,0.854506123377239
LTP279,scalp,ltpFR2,4,0,0,0.8280055181778209
LTP279,scalp,ltpFR2,5,0,0,0.8592575134363362
LTP279,scalp,ltpFR2,6,0,0,0.8660899796024398
LTP279,scalp,ltpFR2,7,0,0,0.8752041614422841
LTP279,scalp,ltpFR2,8,0,0,0.8733734166330774
LTP279,scalp,ltpFR2,9,0,0,0.8646471308849965
LTP279,scalp,ltpFR2,10,0,0,0.8401438292050712
LTP279,scalp,ltpFR2,11,0,0,0.8516304420325232
LTP279,scalp,ltpFR2,12,0,0,0.8633189520709551
LTP279,scalp,ltpFR2,13,0,0,0.8656634083133025
LTP279,scalp,ltpFR2,14,0,0,0.8787152050845372
LTP279,scalp,ltpFR2,15,0,0,0.8752809831641045
LTP279,scalp,ltpFR2,16,0,0,0.8977269676346801
LTP279,scalp,ltpFR2,17,0,0,0.8524812038522769
LTP279,scalp,ltpFR2,18,0,0,0.8661937000398681
LTP279,scalp,ltpFR2,19,0,0,0.870085385832592
LTP279,scalp,ltpFR2,20,0,0,0.8820698766882756
LTP279,scalp,ltpFR2,21,0,0,0.8717837987131543
LTP279,scalp,ltpFR2,22,0,0,0.8520909064457353
LTP280,scalp,ltpFR2,0,0,0,0.6689667256053944
LTP280,scalp,ltpFR2,1,0,0,0.6779523650675405
LTP280,scalp,ltpFR2,2,0,0,0.6892804407539139
LTP280,scalp,ltpFR2,3,0,0,0.6857603830615333
LTP280,scalp,ltpFR2,4,0,0,0.7574591549264243
LTP280,scalp,ltpFR2,5,0,0,0.7065444689283827
LTP280,scalp,ltpFR2,6,0,0,0.7245347042942307
LTP280,scalp,ltpFR2,7,0,0,0.7642620998748056
LTP280,scalp,ltpFR2,8,0,0,0.7734378451692373
LTP280,scalp,ltpFR2,9,0,0,0.7514394822421743
LTP280,scalp,ltpFR2,10,0,0,0.7438026572598919
LTP280,scalp,ltpFR2,11,0,0,0.7260641818107749
LTP280,scalp,ltpFR2,12,0,0,0.7341826446931375
LTP280,scalp,ltpFR2,13,0,0,0.7227099068641833
LTP280,scalp,ltpFR2,14,0,0,0.7109200603565712
LTP280,scalp,ltpFR2,15,0,0,0.7281892964007488
LTP280,scalp,ltpFR2,16,0,0,0.7721242754480947
LTP280,scalp,ltpFR2,17,0,0,0.7606601424241602
LTP280,scalp,ltpFR2,18,0,0,0.7760093447254124
LTP280,scalp,ltpFR2,19,0,0,0.7392183438212019
LTP280,scalp,ltpFR2,20,0,0,0.7388856660247732
LTP280,scalp,ltpFR2,21,0,0,0.7520482847536254
LTP280,scalp,ltpFR2,22,0,0,0.7738010347577685
LTP281,scalp,ltpFR2,0,0,0,0.7729371552587365
LTP281,scalp,ltpFR2,1,0,0,0.6911083230653932
LTP283,scalp,ltpFR2,0,0,0,0.675729331244269
LTP283,scalp,ltpFR2,1,0,0,0.6356935725884626
LTP283,scalp,ltpFR2,2,0,0,0.703237312336292
LTP283,scalp,ltpFR2,3,0,0,0.7472470809917678
LTP283,scalp,ltpFR2,4,0,0,0.7650255439534858
LTP283,scalp,ltpFR2,5,0,0,0.6737323104059001
LTP283,scalp,ltpFR2,6,0,0,0.7132430478918278
LTP283,scalp,ltpFR2,7,0,0,0.7947841485706809
LTP283,scalp,ltpFR2,8,0,0,0.7893390451068183
LTP283,scalp,ltpFR2,9,0,0,0.7700096637763124
LTP283,scalp,ltpFR2,10,0,0,0.7532089898106225
LTP283,scalp,ltpFR2,11,0,0,0.7355067362652649
LTP283,scalp,ltpFR2,12,0,0,0.734678488876023
LTP283,scalp,ltpFR2,13,0,0,0.7450385980529167
LTP283,scalp,ltpFR2,14,0,0,0.8051101258559429
LTP283,scalp,ltpFR2,15,0,0,0.7688745250066021
LTP283,scalp,ltpFR2,16,0,0,0.77258591569242
LTP283,scalp,ltpFR2,17,0,0,0.7640311656761288
LTP283,scalp,ltpFR2,18,0,0,0.760822122547956
LTP283,scalp,ltpFR2,19,0,0,0.7309686712756281
LTP283,scalp,ltpFR2,20,0,0,0.695024225484004
LTP283,scalp,ltpFR2,21,0,0,0.7588740650258959
LTP283,scalp,ltpFR2,22,0,0,0.7309329045332208
LTP285,scalp,ltpFR2,0,0,0,0.5973747216473005
LTP285,scalp,ltpFR2,1,0,0,0.6269439742142406
LTP285,scalp,ltpFR2,2,0,0,0.5773589340675911
LTP285,scalp,ltpFR2,3,0,0,0.5836520082747867
LTP285,scalp,ltpFR2,4,0,0,0.6570920942709609
LTP285,scalp,ltpFR2,5,0,0,0.6364107358659812
LTP285,scalp,ltpFR2,6,0,0,0.6082001260350318
LTP285,scalp,ltpFR2,7,0,0,0.5869587769364845
LTP285,scalp,ltpFR2,8,0,0,0.5985405280328194
LTP285,scalp,ltpFR2,9,0,0,0.5686419818393315
LTP285,scalp,ltpFR2,10,0,0,0.618669740587576
LTP285,scalp,ltpFR2,11,0,0,0.5862883339092432
LTP285,scalp,ltpFR2,12,0,0,0.5553170785337578
LTP285,scalp,ltpFR2,13,0,0,0.585760922662618
LTP285,scalp,ltpFR2,14,0,0,0.5808725063672527
LTP285,scalp,ltpFR2,15,0,0,0.574047502096609
LTP285,scalp,ltpFR2,16,0,0,0.6276978797986925
LTP285,scalp,ltpFR2,17,0,0,0.5931379788231369
LTP285,scalp,ltpFR2,18,0,0,0.5871635612186331
LTP285,scalp,ltpFR2,19,0,0,0.6272138029124592
LTP285,scalp,ltpFR2,20,0,0,0.6101205314606649
LTP285,scalp,ltpFR2,21,0,0,0.5758732186596348
LTP285,scalp,ltpFR2,22,0,0,0.617868927298944
LTP287,scalp,ltpFR2,0,0,0,0.6762488941044005
LTP287,scalp,ltpFR2,1,0,0,0.6780076757296868
LTP287,scalp,ltpFR2,2,0,0,0.7327449715770947
LTP287,scalp,ltpFR2,3,0,0,0.739648376871834
LTP287,scalp,ltpFR2,4,0,0,0.6337387050026481
LTP287,scalp,ltpFR2,5,0,0,0.6202536996065778
LTP287,scalp,ltpFR2,6,0,0,0.685781255270756
LTP287,scalp,ltpFR2,7,0,0,0.6277175831553333
LTP287,scalp,ltpFR2,8,0,0,0.6634641842052498
LTP287,scalp,ltpFR2,9,0,0,0.7398061970061122
LTP287,scalp,ltpFR2,10,0,0,0.6510607428565405
LTP287,scalp,ltpFR2,11,0,0,0.7279633583554883
LTP287,scalp,ltpFR2,12,0,0,0.7023475798437699
LTP287,scalp,ltpFR2,13,0,0,0.7036787876367985
LTP287,scalp,ltpFR2,14,0,0,0.7644970217753959
LTP287,scalp,ltpFR2,15,0,0,0.6680331641075178
LTP287,scalp,ltpFR2,16,0,0,0.7785131256560749
LTP287,scalp,ltpFR2,17,0,0,0.6632489018305702
LTP287,scalp,ltpFR2,18,0,0,0.7897738728529327
LTP287,scalp,ltpFR2,19,0,0,0.6740121614229762
LTP287,scalp,ltpFR2,20,0,0,0.7361766665904603
LTP287,scalp,ltpFR2,21,0,0,0.6198834337136696
LTP287,scalp,ltpFR2,22,0,0,0.7539053346543887
LTP290,scalp,ltpFR2,0,0,0,0.8978734734587822
LTP290,scalp,ltpFR2,1,0,0,0.8957697296789436
LTP290,scalp,ltpFR2,2,0,0,0.8661411547403006
LTP290,scalp,ltpFR2,3,0,0,0.8176473992884267
LTP290,scalp,ltpFR2,4,0,0,0.9211743130805619
LTP290,scalp,ltpFR2,5,0,0,0.8216900196141877
LTP290,scalp,ltpFR2,6,0,0,0.8646848529503735
LTP290,scalp,ltpFR2,7,0,0,0.784558073977488
LTP290,scalp,ltpFR2,8,0,0,0.912717900284665
LTP290,scalp,ltpFR2,9,0,0,0.8693785638627023
LTP290,scalp,ltpFR2,10,0,0,0.8851624117861359
LTP290,scalp,ltpFR2,11,0,0,0.9301546568158782
LTP290,scalp,ltpFR2,12,0,0,0.8749078996682159
LTP290,scalp,ltpFR2,13,0,0,0.9180352270921104
LTP290,scalp,ltpFR2,14,0,0,0.9085629307853241
LTP290,scalp,ltpFR2,15,0,0,0.8395536064056803
LTP293,scalp,ltpFR2,0,0,0,0.5958316030505472
LTP293,scalp,ltpFR2,1,0,0,0.5657625007472139
LTP293,scalp,ltpFR2,2,0,0,0.5898661694029118
LTP293,scalp,ltpFR2,3,0,0,0.5472048693125412
LTP293,scalp,ltpFR2,4,0,0,0.5740359926449062
LTP293,scalp,ltpFR2,5,0,0,0.5890764082474789
LTP293,scalp,ltpFR2,6,0,0,0.5980438119091245
LTP293,scalp,ltpFR2,7,0,0,0.6096914394312924
LTP293,scalp,ltpFR2,8,0,0,0.6009953271326487
LTP293,scalp,ltpFR2,9,0,0,0.5829125536687741
LTP293,scalp,ltpFR2,10,0,0,0.6083487986801133
LTP293,scalp,ltpFR2,11,0,0,0.5884670363752608
LTP293,scalp,ltpFR2,12,0,0,0.5993258475320792
LTP293,scalp,ltpFR2,13,0,0,0.5901747752621785
LTP293,scalp,ltpFR2,14,0,0,0.5855565372387378
LTP293,scalp,ltpFR2,15,0,0,0.6046040322319999
LTP293,scalp,ltpFR2,16,0,0,0.5931201574863331
LTP293,scalp,ltpFR2,17,0,0,0.6043597359926439
LTP293,scalp,ltpFR2,18,0,0,0.5867119667721069
LTP293,scalp,ltpFR2,19,0,0,0.6109576586147109
LTP293,scalp,ltpFR2,20,0,0,0.5844433297005278
LTP293,scalp,ltpFR2,21,0,0,0.616386250709017
LTP293,scalp,ltpFR2,22,0,0,0.6204733270681451
LTP295,scalp,ltpFR2,0,0,0,0.6052058279788485
LTP295,scalp,ltpFR2,1,0,0,0.6898405673258522
LTP295,scalp,ltpFR2,2,0,0,0.6827880886428103
LTP295,scalp,ltpFR2,3,0,0,0.6877528426266492
LTP295,scalp,ltpFR2,4,0,0,0.6715754149561782
LTP295,scalp,ltpFR2,5,0,0,0.6567364815764579
LTP295,scalp,ltpFR2,6,0,0,0.6995739327742881
LTP295,scalp,ltpFR2,7,0,0,0.6649022235142888
LTP295,scalp,ltpFR2,8,0,0,0.7033852196542502
LTP295,scalp,ltpFR2,9,0,0,0.6997979308523452
LTP295,scalp,ltpFR2,10,0,0,0.6784899145852021
LTP295,scalp,ltpFR2,11,0,0,0.6614654340779423
LTP295,scalp,ltpFR2,12,0,0,0.6981151124647068
LTP295,scalp,ltpFR2,13,0,0,0.7053320407212085
LTP295,scalp,ltpFR2,14,0,0,0.6938538992240376
LTP295,scalp,ltpFR2,15,0,0,0.6848693939385494
LTP295,scalp,ltpFR2,16,0,0,0.704560470845672
LTP295,scalp,ltpFR2,17,0,0,0.7017419139063491
LTP295,scalp,ltpFR2,18,0,0,0.7265321857949428
LTP295,scalp,ltpFR2,19,0,0,0.690870890233522
LTP295,scalp,ltpFR2,20,0,0,0.7110004242323584
LTP295,scalp,ltpFR2,21,0,0,0.7196907116722534
LTP295,scalp,ltpFR2,22,0,0,0.6717332329179607
LTP296,scalp,ltpFR2,0,0,0,0.583277044755297
LTP296,scalp,ltpFR2,1,0,0,0.587090594985927
LTP296,scalp,ltpFR2,2,0,0,0.5954362458842738
LTP296,scalp,ltpFR2,3,0,0,0.5787303097398675
LTP296,scalp,ltpFR2,4,0,0,0.5977679721457543
LTP296,scalp,ltpFR2,5,0,0,0.6366049564828196
LTP296,scalp,ltpFR2,6,0,0,0.6351849763676128
LTP296,scalp,ltpFR2,7,0,0,0.5543139397886017
LTP296,scalp,ltpFR2,8,0,0,0.5848253357521519
LTP296,scalp,ltpFR2,9,0,0,0.5904037649308725
LTP296,scalp,ltpFR2,10,0,0,0.6583729604459363
LTP296,scalp,ltpFR2,11,0,0,0.6239409458481403
LTP296,scalp,ltpFR2,12,0,0,0.7087425733655192
LTP296,scalp,ltpFR2,13,0,0,0.6256824122755943
LTP296,scalp,ltpFR2,14,0,0,0.6519649487285404
LTP296,scalp,ltpFR2,15,0,0,0.5868189060404999
LTP296,scalp,ltpFR2,16,0,0,0.670080492084188
LTP296,scalp,ltpFR2,17,0,0,0.6431533690469701
LTP296,scalp,ltpFR2,18,0,0,0.6552979750873308
LTP296,scalp,ltpFR2,19,0,0,0.6597970476234677
LTP296,scalp,ltpFR2,20,0,0,0.6526761070151686
LTP296,scalp,ltpFR2,21,0,0,0.6323307225045073
LTP296,scalp,ltpFR2,22,0,0,0.6537185890878084
LTP297,scalp,ltpFR2,0,0,0,0.5563051751442516
LTP297,scalp,ltpFR2,1,0,0,0.5009697963683327
LTP297,scalp,ltpFR2,2,0,0,0.5571301835267912
LTP297,scalp,ltpFR2,3,0,0,0.5394327817203999
LTP297,scalp,ltpFR2,4,0,0,0.5537163839927701
LTP297,scalp,ltpFR2,5,0,0,0.5589298595959785
LTP297,scalp,ltpFR2,6,0,0,0.5478993021173537
LTP297,scalp,ltpFR2,7,0,0,0.563333047749572
LTP297,scalp,ltpFR2,8,0,0,0.5454945064483757
LTP297,scalp,ltpFR2,9,0,0,0.6371311678048341
LTP297,scalp,ltpFR2,10,0,0,0.6513172449281869
LTP297,scalp,ltpFR2,11,0,0,0.7047832311548539
LTP297,scalp,ltpFR2,12,0,0,0.6663617686281137
LTP297,scalp,ltpFR2,13,0,0,0.7088804063180185
LTP297,scalp,ltpFR2,14,0,0,0.7328744687606101
LTP297,scalp,ltpFR2,15,0,0,0.6459114407876462
LTP297,scalp,ltpFR2,16,0,0,0.7218365765918127
LTP297,scalp,ltpFR2,17,0,0,0.678040852543453
LTP297,scalp,ltpFR2,18,0,0,0.6797192038799519
LTP297,scalp,ltpFR2,19,0,0,0.6858850546076484
LTP297,scalp,ltpFR2,20,0,0,0.7590215608926031
LTP297,scalp,ltpFR2,21,0,0,0.7238405513936682
LTP297,scalp,ltpFR2,22,0,0,0.6877003401732523
LTP298,scalp,ltpFR2,0,0,0,0.6295281752771705
LTP298,scalp,ltpFR2,1,0,0,0.7124315966348601
LTP298,scalp,ltpFR2,2,0,0,0.8944246071375389
LTP298,scalp,ltpFR2,3,0,0,0.9347348055321928
LTP298,scalp,ltpFR2,4,0,0,0.8612666921763776
LTP298,scalp,ltpFR2,5,0,0,0.9136982732237044
LTP298,scalp,ltpFR2,6,0,0,0.9392656590055225
LTP298,scalp,ltpFR2,7,0,0,0.834871066421868
LTP298,scalp,ltpFR2,8,0,0,0.9412804707105464
LTP298,scalp,ltpFR2,9,0,0,0.8427432055928387
LTP298,scalp,ltpFR2,10,0,0,0.8562930615613794
LTP298,scalp,ltpFR2,11,0,0,0.8842452452905194
LTP299,scalp,ltpFR2,0,0,0,0.6454961507769498
LTP299,scalp,ltpFR2,1,0,0,0.6540325031243925
LTP299,scalp,ltpFR2,2,0,0,0.6557873233491194
LTP299,scalp,ltpFR2,3,0,0,0.7042857513842072
LTP299,scalp,ltpFR2,4,0,0,0.7621507624486482
LTP299,scalp,ltpFR2,5,0,0,0.7043129937508238
LTP299,scalp,ltpFR2,6,0,0,0.7291998567017867
LTP299,scalp,ltpFR2,7,0,0,0.7610262168051439
LTP299,scalp,ltpFR2,8,0,0,0.7592430421167261
LTP299,scalp,ltpFR2,9,0,0,0.7076013658704281
LTP299,scalp,ltpFR2,10,0,0,0.7486435853758423
LTP299,scalp,ltpFR2,11,0,0,0.7494367916210436
LTP299,scalp,ltpFR2,12,0,0,0.6766327157336572
LTP299,scalp,ltpFR2,13,0,0,0.6849700901517722
LTP299,scalp,ltpFR2,14,0,0,0.6840790322383209
LTP299,scalp,ltpFR2,15,0,0,0.6779414866397623
LTP299,scalp,ltpFR2,16,0,0,0.7561370851355593
LTP299,scalp,ltpFR2,17,0,0,0.7526148483202454
LTP299,scalp,ltpFR2,18,0,0,0.739147304905292
LTP299,scalp,ltpFR2,19,0,0,0.7413244175097221
LTP299,scalp,ltpFR2,20,0,0,0.7451617248754023
LTP299,scalp,ltpFR2,21,0,0,0.7231289110101974
LTP299,scalp,ltpFR2,22,0,0,0.7370284739409017
LTP300,scalp,ltpFR2,0,0,0,0.695493792923652
LTP300,scalp,ltpFR2,1,0,0,0.6963369881930093
LTP300,scalp,ltpFR2,2,0,0,0.6981777065174674
LTP300,scalp,ltpFR2,3,0,0,0.6565896462623155
LTP300,scalp,ltpFR2,4,0,0,0.7711558707501438
LTP300,scalp,ltpFR2,5,0,0,0.7382577162598278
LTP300,scalp,ltpFR2,6,0,0,0.7357716026826475
LTP300,scalp,ltpFR2,7,0,0,0.6935436735340854
LTP301,scalp,ltpFR2,0,0,0,0.5585547545736135
LTP301,scalp,ltpFR2,1,0,0,0.5555063473783951
LTP301,scalp,ltpFR2,2,0,0,0.5308547698723401
LTP301,scalp,ltpFR2,3,0,0,0.5632725581498838
LTP301,scalp,ltpFR2,4,0,0,0.5628653282360592
LTP301,scalp,ltpFR2,5,0,0,0.5797026991482036
LTP301,scalp,ltpFR2,6,0,0,0.5868430718564963
LTP301,scalp,ltpFR2,7,0,0,0.5388937139790155
LTP301,scalp,ltpFR2,8,0,0,0.5793784529608769
LTP301,scalp,ltpFR2,9,0,0,0.5702774407001111
LTP301,scalp,ltpFR2,10,0,0,0.6420801067268328
LTP301,scalp,ltpFR2,11,0,0,0.6505851323682245
LTP301,scalp,ltpFR2,12,0,0,0.5500678418167072
