subject,exp_type,experiment,pcs
R1260D,intracranial,FR1,0.0036114348614348624
R1264P,intracranial,FR1,0.06936267436267435
R1268T,intracranial,FR1,0.08910163910163911
R1274T,intracranial,FR1,-0.007003367003367003
R1275D,intracranial,FR1,0.004988052568697724
R1277J,intracranial,FR1,-0.07282948532948533
R1281E,intracranial,FR1,0.12438552188552188
R1283T,intracranial,FR1,0.017770495964940417
R1286J,intracranial,FR1,-0.04486779560308971
R1288P,intracranial,FR1,-0.18181818181818182
R1290M,intracranial,FR1,0.028931035089571667
R1291M,intracranial,FR1,0.06482151056014691
R1292E,intracranial,FR1,0.02322004054146911
R1293P,intracranial,FR1,-0.05459249834249834
R1297T,intracranial,FR1,0.04483447924624395
R1298E,intracranial,FR1,0.04607066030677141
R1299T,intracranial,FR1,-0.0680638350720318
R1302M,intracranial,FR1,0.012456293706293708
R1304N,intracranial,FR1,0.015151515151515143
R1306E,intracranial,FR1,0.03636363636363636
R1308T,intracranial,FR1,-0.01955969860609036
R1309M,intracranial,FR1,0.09474182663576602
R1310J,intracranial,FR1,-0.0001118709895305636
R1311T,intracranial,FR1,-0.014415739577029902
R1313J,intracranial,FR1,0.207120686026936
R1315T,intracranial,FR1,0.02091491841491841
R1316T,intracranial,FR1,0.07042492167492168
R1317D,intracranial,FR1,-0.0336062834224599
R1318N,intracranial,FR1,0.05752174958696698
R1320D,intracranial,FR1,0.0784090909090909
R1321M,intracranial,FR1,0.10822150072150072
R1323T,intracranial,FR1,0.0009154040404040432
R1324M,intracranial,FR1,-0.051760024487297225
R1325C,intracranial,FR1,-0.10707070707070707
R1328E,intracranial,FR1,-0.004724288057621395
R1329T,intracranial,FR1,-0.08034264531094241
R1330D,intracranial,FR1,0.021548120089786765
R1332M,intracranial,FR1,0.056690115440115436
R1334T,intracranial,FR1,-0.07838522877585379
R1336T,intracranial,FR1,-0.08197167755991286
R1337E,intracranial,FR1,-0.04190345098131984
R1338T,intracranial,FR1,-0.15068602693602695
R1339D,intracranial,FR1,0.2030450121967979
R1341T,intracranial,FR1,-0.014307224906618343
R1342M,intracranial,FR1,-0.07733011937557392
R1345D,intracranial,FR1,-0.03391912320483749
R1346T,intracranial,FR1,-0.04518335529205094
R1347D,intracranial,FR1,-0.06587249304640609
R1349T,intracranial,FR1,-0.0039283815599605075
R1350D,intracranial,FR1,0.051510742344075676
R1351M,intracranial,FR1,-0.03151581605528973
R1354E,intracranial,FR1,0.08781589706589707
R1355T,intracranial,FR1,-0.10856661856661858
R1357M,intracranial,FR1,-0.10574481074481074
R1358T,intracranial,FR1,0.052154882154882155
R1361C,intracranial,FR1,-0.1330459054834055
R1363T,intracranial,FR1,-0.12402597402597403
R1364C,intracranial,FR1,0.031871496283698675
R1367D,intracranial,FR1,-0.012918069584736255
R1368T,intracranial,FR1,0.06235269360269359
R1373T,intracranial,FR1,0.04472502805836139
R1374T,intracranial,FR1,-0.048579151587172964
R1375C,intracranial,FR1,0.13559553872053873
R1376D,intracranial,FR1,-0.21545454545454543
R1377M,intracranial,FR1,0.11994303150553152
R1378T,intracranial,FR1,0.023725398829565494
R1379E,intracranial,FR1,0.05944291398836853
R1380D,intracranial,FR1,-0.13137451353360444
R1381T,intracranial,FR1,-0.037899831649831656
R1382T,intracranial,FR1,0.14124699374699373
R1383J,intracranial,FR1,0.03166841575932486
R1384J,intracranial,FR1,0.08218995510662178
R1385E,intracranial,FR1,-0.03849166265832933
R1386T,intracranial,FR1,-0.04134259259259259
R1387E,intracranial,FR1,0.057711840628507295
R1390M,intracranial,FR1,-0.10760281385281385
R1391T,intracranial,FR1,0.009699374699374708
R1393T,intracranial,FR1,-0.09393939393939395
R1394E,intracranial,FR1,0.20584130781499202
R1395M,intracranial,FR1,-0.008265365489630193
R1396T,intracranial,FR1,-0.05584415584415584
R1397D,intracranial,FR1,-0.11046258034894399
R1398J,intracranial,FR1,0.03362665773380058
R1401J,intracranial,FR1,-0.03486652236652237
R1402E,intracranial,FR1,-0.03657407407407407
R1404E,intracranial,FR1,0.16542699724517906
R1405E,intracranial,FR1,0.12301805938169573
R1406M,intracranial,FR1,0.020817700817700825
R1409D,intracranial,FR1,-0.030458430458430462
R1412M,intracranial,FR1,0.16355218855218853
R1413D,intracranial,FR1,-0.05919883357383358
R1414E,intracranial,FR1,-0.01467923280423281
R1415T,intracranial,FR1,0.0922588985088985
R1416T,intracranial,FR1,0.030816498316498308
R1420T,intracranial,FR1,-0.19676767676767676
R1421M,intracranial,FR1,0.043939393939393924
R1422T,intracranial,FR1,0.07630381192881193
R1423E,intracranial,FR1,-0.10478862701084922
R1425D,intracranial,FR1,-0.056606725322003094
R1427T,intracranial,FR1,0.009584128535741438
R1428T,intracranial,FR1,-0.1409090909090909
R1431J,intracranial,FR1,-0.012415824915824922
R1433E,intracranial,FR1,0.2712121212121212
R1436J,intracranial,FR1,0.270496632996633
R1438M,intracranial,FR1,0.03538961038961038
R1441T,intracranial,FR1,-0.06263151472710296
R1443D,intracranial,FR1,-0.0007154882154882213
R1446T,intracranial,FR1,0.3090909090909091
R1447M,intracranial,FR1,-0.1674523007856341
R1448T,intracranial,FR1,-0.10959595959595961
R1449T,intracranial,FR1,-0.047527356902356904
R1454M,intracranial,FR1,-0.05411522633744856
R1457T,intracranial,FR1,-0.2175925925925926
R1459M,intracranial,FR1,0.06481956153008785
R1460M,intracranial,FR1,-0.04769921436588102
R1462M,intracranial,FR1,0.05621617965367966
R1463E,intracranial,FR1,0.010122254288920959
R1466J,intracranial,FR1,0.051321147987814654
R1467M,intracranial,FR1,-0.03565017053653418
R1542J,intracranial,FR1,0.007877432947855484
R1565T,intracranial,FR1,0.22425925925925924
R1569T,intracranial,FR1,-0.04737373737373738
R1571T,intracranial,FR1,0.060538720538720524
R1572T,intracranial,FR1,0.09921436588103254
R1573T,intracranial,FR1,-0.0013636363636363668
R1686S,intracranial,IFR1,-0.03205635904499542
R1710J,intracranial,IFR1,-0.03766582491582491
R1720S,intracranial,IFR1,0.04855699855699854
R1721J,intracranial,IFR1,-0.022410256190018095
R1724J,intracranial,IFR1,-0.003178619528619523
R1725J,intracranial,IFR1,-0.008608230118646783
R1729J,intracranial,IFR1,0.02784078383036717
R1730A,intracranial,IFR1,0.04858339492485834
R1733A,intracranial,IFR1,-0.15636363636363634
R1739A,intracranial,IFR1,-0.00642007098903651
R1740H,intracranial,IFR1,0.01657143880548136
R1741A,intracranial,IFR1,-0.07903189698402464
R1742J,intracranial,IFR1,-0.05305874055874057
R1743H,intracranial,IFR1,-0.08610171657046657
R1744A,intracranial,IFR1,0.06607248960190136
R1745H,intracranial,IFR1,0.012164750957854402
R1746A,intracranial,IFR1,-0.02204086451037671
R1747A,intracranial,IFR1,0.012240007602910824
LTP093,scalp,ltpFR2,-0.0009256481813293306
LTP106,scalp,ltpFR2,0.00931647994797949
LTP115,scalp,ltpFR2,0.011970265377883298
LTP117,scalp,ltpFR2,0.008979947902386065
LTP122,scalp,ltpFR2,0.00510082806392415
LTP123,scalp,ltpFR2,0.013763997419480851
LTP133,scalp,ltpFR2,0.005642619955058629
LTP138,scalp,ltpFR2,0.01598957719112175
LTP187,scalp,ltpFR2,0.005620575787095381
LTP207,scalp,ltpFR2,0.011127889039768813
LTP210,scalp,ltpFR2,0.03645227367149331
LTP228,scalp,ltpFR2,0.02609731677446494
LTP229,scalp,ltpFR2,0.02126875211874308
LTP236,scalp,ltpFR2,0.004353230646203496
LTP242,scalp,ltpFR2,-0.0231661381184138
LTP246,scalp,ltpFR2,0.008411679343630397
LTP249,scalp,ltpFR2,0.0015394659727935205
LTP250,scalp,ltpFR2,0.010970855964506438
LTP251,scalp,ltpFR2,-0.0004160094397012194
LTP258,scalp,ltpFR2,0.007892303703490781
LTP259,scalp,ltpFR2,-0.0022063917158671323
LTP260,scalp,ltpFR2,0.004596497322175047
LTP265,scalp,ltpFR2,0.005464005981436217
LTP269,scalp,ltpFR2,0.006619821805836576
LTP273,scalp,ltpFR2,-0.010110719185837584
LTP274,scalp,ltpFR2,0.04826033329599594
LTP278,scalp,ltpFR2,0.009193623107472395
LTP279,scalp,ltpFR2,0.0018979618418633094
LTP280,scalp,ltpFR2,0.017999803572924005
LTP281,scalp,ltpFR2,0.0015970196893423606
LTP283,scalp,ltpFR2,0.011031739067743088
LTP285,scalp,ltpFR2,0.019898659284853737
LTP287,scalp,ltpFR2,0.013029243956506033
LTP290,scalp,ltpFR2,0.010197925847728686
LTP293,scalp,ltpFR2,0.00655504488434559
LTP295,scalp,ltpFR2,0.00010333595228548706
LTP296,scalp,ltpFR2,0.007832114758545802
LTP297,scalp,ltpFR2,0.015837253209448683
LTP298,scalp,ltpFR2,0.03154740166438649
LTP299,scalp,ltpFR2,0.007085370354836029
LTP300,scalp,ltpFR2,0.005908061925453513
LTP301,scalp,ltpFR2,-0.004794684201209161
LTP302,scalp,ltpFR2,0.0141168502794062
LTP303,scalp,ltpFR2,0.0082773809777496
LTP304,scalp,ltpFR2,0.005489838942017442
LTP305,scalp,ltpFR2,0.01923443636313372
LTP306,scalp,ltpFR2,0.014749254594873317
LTP307,scalp,ltpFR2,0.013236434142890583
LTP308,scalp,ltpFR2,0.018582729386373557
LTP309,scalp,ltpFR2,-0.03213158442851095
LTP310,scalp,ltpFR2,-0.0034061259228454327
LTP311,scalp,ltpFR2,0.014049177045465912
LTP312,scalp,ltpFR2,0.016395462039853356
LTP313,scalp,ltpFR2,-0.003028184013652474
LTP314,scalp,ltpFR2,0.003809565831095509
LTP315,scalp,ltpFR2,0.04801298179691821
LTP316,scalp,ltpFR2,0.014799423160147783
LTP317,scalp,ltpFR2,0.02687645276898183
LTP318,scalp,ltpFR2,0.002758857255667456
LTP319,scalp,ltpFR2,-0.0017359286247028499
LTP320,scalp,ltpFR2,-0.020150422964731563
LTP321,scalp,ltpFR2,0.007110314805124152
LTP322,scalp,ltpFR2,0.004627652404650481
LTP323,scalp,ltpFR2,0.004561694766982297
LTP324,scalp,ltpFR2,0.012092934234399442
LTP325,scalp,ltpFR2,0.004960805517850485
LTP326,scalp,ltpFR2,0.0067824535523921415
LTP327,scalp,ltpFR2,-0.00037853671419051517
LTP328,scalp,ltpFR2,0.008284616347118513
LTP329,scalp,ltpFR2,0.009079348303870043
LTP330,scalp,ltpFR2,0.006815512284229365
LTP331,scalp,ltpFR2,0.002385443027788834
LTP334,scalp,ltpFR2,0.023225812418692596
LTP336,scalp,ltpFR2,0.011855352316416363
LTP337,scalp,ltpFR2,-0.018765911986049336
LTP338,scalp,ltpFR2,0.03651149782403277
LTP339,scalp,ltpFR2,0.005828252625664105
LTP340,scalp,ltpFR2,0.02255138458646813
LTP341,scalp,ltpFR2,-0.0010280035536969596
LTP342,scalp,ltpFR2,0.003915382933246414
LTP343,scalp,ltpFR2,0.01761848757161726
LTP344,scalp,ltpFR2,0.007698676453232583
LTP346,scalp,ltpFR2,0.009876559926278037
LTP347,scalp,ltpFR2,0.0018910623343261085
LTP348,scalp,ltpFR2,0.0065244886176437904
LTP349,scalp,ltpFR2,0.018985465408621113
LTP352,scalp,ltpFR2,0.0018769843043791045
LTP353,scalp,ltpFR2,-0.0051019106353071345
LTP354,scalp,ltpFR2,0.00713270319616353
LTP355,scalp,ltpFR2,0.0059088972454879535
LTP356,scalp,ltpFR2,0.00917504279106162
LTP357,scalp,ltpFR2,0.006732824472514209
LTP358,scalp,ltpFR2,-0.005060306921418042
LTP359,scalp,ltpFR2,0.014202417208391386
LTP360,scalp,ltpFR2,0.020349600620268905
LTP361,scalp,ltpFR2,0.003725301336803753
LTP362,scalp,ltpFR2,0.0047431127018750414
LTP363,scalp,ltpFR2,-0.016621573311470298
LTP364,scalp,ltpFR2,0.002331245402321799
LTP365,scalp,ltpFR2,0.014738760024890229
LTP366,scalp,ltpFR2,0.028236078900045286
LTP367,scalp,ltpFR2,0.0023844532552354035
LTP368,scalp,ltpFR2,0.005041926472567058
LTP369,scalp,ltpFR2,-0.0018410865833292345
LTP370,scalp,ltpFR2,0.04240613666305912
LTP371,scalp,ltpFR2,0.0045676256351258005
LTP372,scalp,ltpFR2,0.007847689669221966
LTP373,scalp,ltpFR2,0.012368771608231993
LTP374,scalp,ltpFR2,0.013828077264919752
LTP375,scalp,ltpFR2,0.0026508567392891855
LTP376,scalp,ltpFR2,0.012832085245995089
LTP377,scalp,ltpFR2,0.0169153266820629
LTP378,scalp,ltpFR2,0.0022867498053183496
LTP379,scalp,ltpFR2,-0.0029642431387543605
LTP381,scalp,ltpFR2,-0.02267407930905915
LTP382,scalp,ltpFR2,0.027817055515335462
LTP383,scalp,ltpFR2,-0.020909175364014546
LTP384,scalp,ltpFR2,0.014209820517899204
LTP385,scalp,ltpFR2,6.089296569303157e-05
LTP386,scalp,ltpFR2,-0.00034465850585818815
LTP387,scalp,ltpFR2,0.007778386250363493
LTP388,scalp,ltpFR2,0.011749832673262647
LTP389,scalp,ltpFR2,0.004412964724661755
LTP390,scalp,ltpFR2,0.026832259027514776
LTP391,scalp,ltpFR2,0.023401866767261078
LTP392,scalp,ltpFR2,0.017507819121969376
LTP393,scalp,ltpFR2,0.03314005321345528
